WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
1,Auckland,ASB Classic,1/6/2015,International,Outdoor,Hard,1st Round,3,Vesnina E.,Mladenovic K.,64,67,816,760,7,6,6,2,,,2,0,Completed,1.72,2,1.8,2,1.73,2,1.79,2.12,1.8,2.14,1.75,2.02
1,Auckland,ASB Classic,1/6/2015,International,Outdoor,Hard,1st Round,3,Flipkens K.,Larsson J.,49,71,1040,724,7,6,1,6,7,6,2,1,Completed,1.72,2,1.82,1.9,1.73,2,1.85,2.05,1.9,2.05,1.78,1.98
1,Auckland,ASB Classic,1/6/2015,International,Outdoor,Hard,1st Round,3,Williams V.,Cepelova J.,19,57,2091,906,6,1,6,0,,,2,0,Completed,1.25,3.75,1.3,3.4,1.22,4,1.22,4.74,1.31,4.74,1.25,3.84
1,Auckland,ASB Classic,1/6/2015,International,Outdoor,Hard,1st Round,3,Wozniacki C.,Glushko J.,8,154,4625,344,6,3,6,2,,,2,0,Completed,1.1,7,1.11,6,1.06,8,1.11,8.04,1.12,8.04,1.09,6.92
1,Auckland,ASB Classic,1/6/2015,International,Outdoor,Hard,1st Round,3,Erakovic M.,Puig M.,76,59,694,880,7,5,2,6,6,4,2,1,Completed,1.57,2.25,1.58,2.35,1.62,2.2,1.63,2.42,1.65,2.42,1.6,2.27
1,Auckland,ASB Classic,1/6/2015,International,Outdoor,Hard,2nd Round,3,Vandeweghe C.,Flipkens K.,38,49,1236,1040,6,1,6,7,7,5,2,1,Completed,1.4,2.75,1.45,2.7,1.5,2.5,1.47,2.89,1.53,2.91,1.46,2.65
1,Auckland,ASB Classic,1/6/2015,International,Outdoor,Hard,2nd Round,3,Vesnina E.,Konjuh A.,64,99,816,579,6,3,6,1,,,2,0,Completed,2.2,1.61,2.35,1.58,2.25,1.57,2.25,1.72,2.4,1.72,2.23,1.62
1,Auckland,ASB Classic,1/7/2015,International,Outdoor,Hard,2nd Round,3,Williams V.,Nara K.,19,45,2091,1098,6,4,6,1,,,2,0,Completed,1.18,4.5,1.2,4.3,1.17,4.5,1.24,4.59,1.24,4.66,1.2,4.24
1,Auckland,ASB Classic,1/7/2015,International,Outdoor,Hard,2nd Round,3,Goerges J.,Hradecka L.,75,153,700,346,6,3,7,5,,,2,0,Completed,1.4,2.75,1.42,2.8,1.44,2.62,1.46,2.94,1.5,2.94,1.43,2.73
1,Auckland,ASB Classic,1/7/2015,International,Outdoor,Hard,2nd Round,3,Radwanska U.,Hantuchova D.,179,62,291,841,1,6,6,3,6,1,2,1,Completed,1.9,1.8,1.82,1.9,1.83,1.83,1.86,2.05,1.91,2.07,1.83,1.93
1,Auckland,ASB Classic,1/7/2015,International,Outdoor,Hard,2nd Round,3,Zahlavova Strycova B.,Erakovic M.,26,76,1720,694,6,0,2,6,6,4,2,1,Completed,1.57,2.25,1.62,2.25,1.62,2.2,1.82,2.11,1.82,2.35,1.66,2.16
1,Auckland,ASB Classic,1/7/2015,International,Outdoor,Hard,2nd Round,3,Wozniacki C.,Townsend T.,8,103,4625,558,6,1,7,6,,,2,0,Completed,1.08,7.5,1.11,6,1.11,6,1.11,7.91,1.14,7.91,1.11,6.29
1,Auckland,ASB Classic,1/7/2015,International,Outdoor,Hard,2nd Round,3,Davis L.,Stephens S.,54,35,950,1343,1,6,6,4,6,1,2,1,Completed,3.5,1.28,3.5,1.28,3.5,1.29,3.35,1.38,3.6,1.38,3.35,1.31
1,Auckland,ASB Classic,1/7/2015,International,Outdoor,Hard,Quarterfinals,3,Zahlavova Strycova B.,Vandeweghe C.,26,38,1720,1236,6,4,7,5,,,2,0,Completed,1.72,2,1.7,2.1,1.67,2.1,1.87,2.05,1.91,2.15,1.73,2.05
1,Auckland,ASB Classic,1/8/2015,International,Outdoor,Hard,Quarterfinals,3,Wozniacki C.,Goerges J.,8,75,4625,700,6,4,6,4,,,2,0,Completed,1.2,4.5,1.2,4.3,1.17,4.5,1.19,5.69,1.25,5.69,1.19,4.51
1,Auckland,ASB Classic,1/8/2015,International,Outdoor,Hard,Quarterfinals,3,Williams V.,Vesnina E.,19,64,2091,816,6,2,6,4,,,2,0,Completed,1.2,4.33,1.22,4,1.25,3.75,1.27,4.35,1.28,4.35,1.24,3.93
1,Auckland,ASB Classic,1/8/2015,International,Outdoor,Hard,Quarterfinals,3,Davis L.,Radwanska U.,54,179,950,291,2,6,6,2,6,1,2,1,Completed,1.72,2,1.9,1.82,1.73,2,1.69,2.33,1.9,2.33,1.72,2.08
1,Auckland,ASB Classic,1/9/2015,International,Outdoor,Hard,Semifinals,3,Wozniacki C.,Zahlavova Strycova B.,8,26,4625,1720,4,6,6,3,6,4,2,1,Completed,1.2,4.5,1.22,4,1.22,4.33,1.25,4.5,1.25,4.7,1.22,4.12
1,Auckland,ASB Classic,1/9/2015,International,Outdoor,Hard,Semifinals,3,Williams V.,Davis L.,19,54,2091,950,6,0,6,3,,,2,0,Completed,1.22,4.33,1.25,3.75,1.25,4,1.22,4.96,1.25,4.96,1.21,4.22
1,Auckland,ASB Classic,1/10/2015,International,Outdoor,Hard,The Final,3,Williams V.,Wozniacki C.,19,8,2091,4625,2,6,6,3,6,3,2,1,Completed,2.1,1.72,2,1.8,2,1.8,2.29,1.71,2.29,1.87,2.06,1.75
2,Brisbane,Brisbane International,1/4/2015,Premier,Outdoor,Hard,1st Round,3,Tomljanovic A.,Jankovic J.,63,16,840,2590,7,6,6,0,,,2,0,Completed,4,1.22,4,1.22,4.33,1.2,4.06,1.28,4.4,1.29,3.93,1.24
2,Brisbane,Brisbane International,1/4/2015,Premier,Outdoor,Hard,1st Round,3,Svitolina E.,Rybarikova M.,28,48,1655,1046,6,0,6,2,,,2,0,Completed,1.4,2.75,1.4,2.85,1.44,2.62,1.43,3.01,1.47,3.3,1.41,2.8
2,Brisbane,Brisbane International,1/4/2015,Premier,Outdoor,Hard,1st Round,3,Kanepi K.,Petkovic A.,52,13,1000,2780,6,4,5,7,6,4,2,1,Completed,2.5,1.5,2.5,1.5,2.2,1.62,2.43,1.62,2.5,1.67,2.37,1.56
2,Brisbane,Brisbane International,1/4/2015,Premier,Outdoor,Hard,1st Round,3,Suarez Navarro C.,Pironkova T.,17,37,2415,1276,3,6,6,2,6,1,2,1,Completed,1.22,4,1.22,3.75,1.29,3.5,1.28,4.02,1.32,4.02,1.26,3.73
2,Brisbane,Brisbane International,1/4/2015,Premier,Outdoor,Hard,1st Round,3,Lepchenko V.,Stosur S.,34,21,1350,1950,4,6,6,4,7,5,2,1,Completed,3,1.36,2.9,1.4,2.75,1.4,3.09,1.42,3.13,1.43,2.9,1.39
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Keys M.,Cibulkova D.,30,11,1520,2953,7,5,6,2,,,2,0,Completed,1.83,1.83,1.9,1.82,1.83,1.83,2.01,1.88,2.01,1.95,1.88,1.86
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Gajdosova J.,Zhang S.,70,61,726,855,6,4,6,1,,,2,0,Completed,1.53,2.37,1.6,2.3,1.57,2.25,1.69,2.29,1.75,2.5,1.61,2.26
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Gavrilova D.,Riske A.,231,43,201,1175,7,5,6,3,,,2,0,Completed,2.1,1.66,2.2,1.65,2.25,1.57,2.33,1.67,2.38,1.72,2.19,1.65
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Shvedova Y.,Lisicki S.,66,27,782,1681,0,6,7,5,6,4,2,1,Completed,2.62,1.44,2.3,1.6,2.38,1.53,2.65,1.53,2.65,1.6,2.48,1.52
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Kudryavtseva A.,Mattek-Sands B.,100,177,576,293,6,4,6,2,,,2,0,Completed,2.25,1.57,,,,,2.3,1.68,2.3,1.68,2.22,1.64
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Kerber A.,Garcia C.,9,36,3480,1341,6,4,6,3,,,2,0,Completed,1.22,4,1.25,3.75,1.22,4,1.27,4.1,1.28,4.5,1.23,3.95
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Lucic M.,Mchale C.,60,51,867,1015,6,3,6,0,,,2,0,Completed,2.25,1.57,1.9,1.82,2.2,1.62,2.57,1.56,2.57,1.74,2.25,1.61
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Brengle M.,Tsurenko L.,91,88,605,614,7,6,6,3,,,2,0,Completed,1.61,2.2,1.6,2.3,1.67,2.1,1.71,2.25,1.71,2.3,1.66,2.16
2,Brisbane,Brisbane International,1/5/2015,Premier,Outdoor,Hard,1st Round,3,Pliskova Ka.,Azarenka V.,23,42,1830,1187,4,6,7,6,6,4,2,1,Completed,2.62,1.44,2.6,1.48,2.62,1.44,2.97,1.44,2.97,1.5,2.71,1.43
2,Brisbane,Brisbane International,1/6/2015,Premier,Outdoor,Hard,2nd Round,3,Kerber A.,Gavrilova D.,9,231,3480,201,6,3,7,5,,,2,0,Completed,1.2,4.33,1.22,4,1.17,4.5,1.27,4.22,1.27,4.6,1.21,4.22
2,Brisbane,Brisbane International,1/6/2015,Premier,Outdoor,Hard,2nd Round,3,Lepchenko V.,Keys M.,34,30,1350,1520,6,4,6,4,,,2,0,Completed,2.75,1.4,2.6,1.48,2.62,1.44,2.66,1.54,2.75,1.55,2.56,1.48
2,Brisbane,Brisbane International,1/6/2015,Premier,Outdoor,Hard,2nd Round,3,Svitolina E.,Tomljanovic A.,28,63,1655,840,6,3,6,2,,,2,0,Completed,1.4,2.75,1.42,2.8,1.4,2.75,1.41,3.18,1.45,3.18,1.39,2.87
2,Brisbane,Brisbane International,1/6/2015,Premier,Outdoor,Hard,2nd Round,3,Sharapova M.,Shvedova Y.,2,66,6865,782,6,0,6,1,,,2,0,Completed,1.12,6,1.16,5,1.17,4.5,1.16,6.2,1.17,6.2,1.14,5.27
2,Brisbane,Brisbane International,1/7/2015,Premier,Outdoor,Hard,2nd Round,3,Kudryavtseva A.,Pliskova Ka.,100,23,576,1830,4,6,6,3,6,3,2,1,Completed,4.33,1.2,4,1.22,4,1.22,4.58,1.24,4.63,1.25,4.09,1.22
2,Brisbane,Brisbane International,1/7/2015,Premier,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Lucic M.,17,60,2415,867,5,7,6,3,6,4,2,1,Completed,1.25,3.75,1.42,2.8,1.36,3,1.32,3.73,1.43,3.75,1.34,3.17
2,Brisbane,Brisbane International,1/7/2015,Premier,Outdoor,Hard,2nd Round,3,Kanepi K.,Brengle M.,52,91,1000,605,6,3,7,6,,,2,0,Completed,1.66,2.1,1.72,2.05,1.73,2,1.68,2.31,1.73,2.31,1.67,2.15
2,Brisbane,Brisbane International,1/7/2015,Premier,Outdoor,Hard,2nd Round,3,Ivanovic A.,Gajdosova J.,7,70,4640,726,6,4,6,1,,,2,0,Completed,1.14,5.5,1.14,5.25,1.14,5,1.19,5.39,1.19,5.63,1.15,5.11
2,Brisbane,Brisbane International,1/8/2015,Premier,Outdoor,Hard,Quarterfinals,3,Svitolina E.,Kerber A.,28,9,1655,3480,4,6,7,5,6,3,2,1,Completed,2.62,1.44,2.6,1.48,2.5,1.5,2.74,1.53,2.75,1.54,2.6,1.47
2,Brisbane,Brisbane International,1/8/2015,Premier,Outdoor,Hard,Quarterfinals,3,Sharapova M.,Suarez Navarro C.,2,17,6865,2415,6,1,6,3,,,2,0,Completed,1.16,5,1.18,4.5,1.17,4.5,1.22,5.05,1.22,5.1,1.19,4.52
2,Brisbane,Brisbane International,1/8/2015,Premier,Outdoor,Hard,Quarterfinals,3,Lepchenko V.,Kudryavtseva A.,34,100,1350,576,7,5,7,5,,,2,0,Completed,1.33,3.4,1.33,3.2,1.33,3.25,1.35,3.55,1.37,3.58,1.32,3.25
2,Brisbane,Brisbane International,1/8/2015,Premier,Outdoor,Hard,Quarterfinals,3,Ivanovic A.,Kanepi K.,7,52,4640,1000,4,6,6,4,6,3,2,1,Completed,1.25,4,1.25,3.75,1.22,4,1.24,4.65,1.27,4.65,1.23,4.01
2,Brisbane,Brisbane International,1/9/2015,Premier,Outdoor,Hard,Semifinals,3,Ivanovic A.,Lepchenko V.,7,34,4640,1350,7,6,6,4,,,2,0,Completed,1.25,4,1.22,3.75,1.29,3.75,1.33,3.71,1.33,4.25,1.25,3.83
2,Brisbane,Brisbane International,1/9/2015,Premier,Outdoor,Hard,Semifinals,3,Sharapova M.,Svitolina E.,2,28,6865,1655,6,1,6,3,,,2,0,Completed,1.16,5,1.18,4.5,1.2,4.5,1.21,5.14,1.21,5.5,1.17,4.78
2,Brisbane,Brisbane International,1/10/2015,Premier,Outdoor,Hard,The Final,3,Sharapova M.,Ivanovic A.,2,7,6865,4640,6,7,6,3,6,3,2,1,Completed,1.36,3.25,1.3,3.4,1.36,3.25,1.42,3.18,1.42,3.5,1.34,3.2
3,Shenzhen,Shenzhen Open,1/4/2015,International,Outdoor,Hard,1st Round,3,Vikhlyantseva N.,Friedsam A.L.,584,93,36,601,2,6,6,3,6,3,2,1,Completed,3.25,1.33,3.25,1.33,,,3.18,1.4,3.25,1.44,3.03,1.36
3,Shenzhen,Shenzhen Open,1/4/2015,International,Outdoor,Hard,1st Round,3,Zheng S.,Dulgheru A.,97,82,581,652,7,5,5,7,6,1,2,1,Completed,2.1,1.66,2.05,1.72,2,1.73,2,1.89,2.1,1.92,1.96,1.8
3,Shenzhen,Shenzhen Open,1/4/2015,International,Outdoor,Hard,1st Round,3,Bacsinszky T.,Voegele S.,47,89,1048,610,6,1,4,6,6,4,2,1,Completed,1.33,3.25,1.4,2.85,1.4,2.75,1.32,3.66,1.41,3.66,1.36,3
3,Shenzhen,Shenzhen Open,1/4/2015,International,Outdoor,Hard,1st Round,3,Babos T.,Wang Q.,96,101,587,573,6,7,6,1,6,4,2,1,Completed,2.1,1.66,2,1.8,1.83,1.83,2.03,1.86,2.1,1.86,1.99,1.77
3,Shenzhen,Shenzhen Open,1/4/2015,International,Outdoor,Hard,1st Round,3,Diyas Z.,Vekic D.,32,81,1371,655,6,3,6,1,,,2,0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.52,2.7,1.53,2.96,1.47,2.61
3,Shenzhen,Shenzhen Open,1/4/2015,International,Outdoor,Hard,1st Round,3,Schmiedlova A.,Koukalova K.,73,39,715,1215,6,3,4,6,7,6,2,1,Completed,2,1.72,2.15,1.68,2.25,1.57,2.07,1.83,2.25,1.83,2.05,1.72
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Knapp K.,Parmentier P.,53,79,985,681,6,3,6,3,,,2,0,Completed,1.33,3.25,1.33,3.2,1.36,3,1.32,3.7,1.38,3.7,1.33,3.19
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Zvonareva V.,Peng S.,250,22,180,1855,4,6,6,4,6,3,2,1,Completed,3.25,1.33,3,1.38,3,1.36,3.27,1.38,3.27,1.43,2.99,1.37
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Hercog P.,Niculescu M.,94,46,600,1070,6,1,7,5,,,2,0,Completed,3,1.36,2.9,1.4,2.75,1.4,3.01,1.43,3.05,1.44,2.84,1.4
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Smitkova T.,Govortsova O.,69,149,753,365,3,6,6,3,6,3,2,1,Completed,1.8,1.9,1.82,1.9,1.8,1.91,1.8,2.11,1.85,2.11,1.79,1.97
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Krunic A.,Zhu L.,84,132,640,418,6,4,7,6,,,2,0,Completed,1.33,3.25,1.35,3.1,1.4,2.75,1.37,3.36,1.4,3.36,1.35,3.09
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Halep S.,Beck A.,3,55,6292,915,4,6,6,4,6,3,2,1,Completed,1.14,5.5,1.14,5.25,1.12,5.5,1.17,5.81,1.17,5.86,1.14,5.29
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Jovanovski B.,Torro Flor M.T.,56,86,911,631,6,2,6,7,6,3,2,1,Completed,1.5,2.5,1.58,2.35,1.5,2.5,1.67,2.33,1.67,2.5,1.57,2.34
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Buyukakcay C.,Arruabarrena L.,136,85,401,633,6,4,6,3,,,2,0,Completed,1.72,2,1.82,1.9,1.8,1.91,1.84,2.06,1.84,2.15,1.75,2.02
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Kvitova P.,Duan Y.Y.,4,117,5966,475,6,3,6,1,,,2,0,Completed,1.06,10,1.06,8.5,1.06,8,1.08,9.68,1.08,10.5,1.06,8.29
3,Shenzhen,Shenzhen Open,1/5/2015,International,Outdoor,Hard,1st Round,3,Siniakova K.,Begu I.,83,40,650,1201,6,7,6,4,6,1,2,1,Completed,1.9,1.8,2,1.8,1.83,1.83,2.1,1.81,2.1,1.91,1.94,1.81
3,Shenzhen,Shenzhen Open,1/6/2015,International,Outdoor,Hard,2nd Round,3,Zheng S.,Hercog P.,97,94,581,600,6,3,2,6,6,2,2,1,Completed,1.83,1.83,1.9,1.82,1.83,1.83,2.11,1.81,2.11,1.87,1.97,1.79
3,Shenzhen,Shenzhen Open,1/6/2015,International,Outdoor,Hard,2nd Round,3,Diyas Z.,Babos T.,32,96,1371,587,6,3,6,4,,,2,0,Completed,1.3,3.4,1.33,3.2,1.33,3.25,1.37,3.39,1.38,3.4,1.33,3.19
3,Shenzhen,Shenzhen Open,1/6/2015,International,Outdoor,Hard,2nd Round,3,Kvitova P.,Jovanovski B.,4,56,5966,911,6,1,6,2,,,2,0,Completed,1.06,10,1.08,7.5,1.08,7,1.08,10.1,1.1,10.1,1.07,8.05
3,Shenzhen,Shenzhen Open,1/7/2015,International,Outdoor,Hard,2nd Round,3,Zvonareva V.,Buyukakcay C.,250,136,180,401,6,3,7,6,,,2,0,Completed,1.4,2.75,1.48,2.6,1.44,2.62,1.48,2.88,1.48,2.88,1.43,2.72
3,Shenzhen,Shenzhen Open,1/7/2015,International,Outdoor,Hard,2nd Round,3,Bacsinszky T.,Knapp K.,47,53,1048,985,7,5,6,2,,,2,0,Completed,1.53,2.37,1.6,2.3,1.57,2.25,1.67,2.36,1.7,2.37,1.6,2.28
3,Shenzhen,Shenzhen Open,1/7/2015,International,Outdoor,Hard,2nd Round,3,Krunic A.,Schmiedlova A.,84,73,640,715,3,6,7,6,6,1,2,1,Completed,1.57,2.25,1.55,2.4,1.62,2.2,1.61,2.49,1.67,2.55,1.57,2.33
3,Shenzhen,Shenzhen Open,1/7/2015,International,Outdoor,Hard,2nd Round,3,Halep S.,Vikhlyantseva N.,3,584,6292,36,6,2,6,2,,,2,0,Completed,1.06,9,1.07,8,1.06,8,1.07,11.25,1.08,11.25,1.06,8.79
3,Shenzhen,Shenzhen Open,1/7/2015,International,Outdoor,Hard,2nd Round,3,Smitkova T.,Siniakova K.,69,83,753,650,6,3,2,6,6,1,2,1,Completed,2.2,1.61,2.2,1.65,2,1.73,2.29,1.7,2.3,1.73,2.16,1.66
3,Shenzhen,Shenzhen Open,1/8/2015,International,Outdoor,Hard,Quarterfinals,3,Zheng S.,Diyas Z.,97,32,581,1371,3,6,7,6,6,2,2,1,Completed,2.37,1.53,2.45,1.52,2.38,1.53,2.52,1.61,2.55,1.63,2.41,1.54
3,Shenzhen,Shenzhen Open,1/8/2015,International,Outdoor,Hard,Quarterfinals,3,Bacsinszky T.,Zvonareva V.,47,250,1048,180,3,2,,,,,0,0,Retired,1.57,2.37,1.58,2.35,1.53,2.38,1.62,2.49,1.65,2.5,1.58,2.33
3,Shenzhen,Shenzhen Open,1/8/2015,International,Outdoor,Hard,Quarterfinals,3,Halep S.,Krunic A.,3,84,6292,640,6,3,6,3,,,2,0,Completed,1.08,8,1.07,8,1.08,7,1.07,12,1.09,12,1.06,8.65
3,Shenzhen,Shenzhen Open,1/8/2015,International,Outdoor,Hard,Quarterfinals,3,Kvitova P.,Smitkova T.,4,69,5966,753,7,5,6,4,,,2,0,Completed,1.08,7.5,1.09,7,1.08,7,1.1,9.05,1.11,9.05,1.08,7.2
3,Shenzhen,Shenzhen Open,1/9/2015,International,Outdoor,Hard,Semifinals,3,Halep S.,Zheng S.,3,97,6292,581,6,2,6,3,,,2,0,Completed,1.1,7,1.1,6.25,1.11,6.5,1.1,8.88,1.12,8.88,1.09,7.05
3,Shenzhen,Shenzhen Open,1/9/2015,International,Outdoor,Hard,Semifinals,3,Bacsinszky T.,Kvitova P.,47,4,1048,5966,6,4,6,4,,,2,0,Completed,6,1.12,5.25,1.14,5.5,1.14,5.17,1.21,6.25,1.21,5.34,1.14
3,Shenzhen,Shenzhen Open,1/10/2015,International,Outdoor,Hard,The Final,3,Halep S.,Bacsinszky T.,3,47,6292,1048,6,2,6,2,,,2,0,Completed,1.25,4,1.22,4,1.22,4.33,1.27,4.26,1.3,4.33,1.24,3.97
4,Hobart,Hobart International,1/11/2015,International,Outdoor,Hard,1st Round,3,Kanepi K.,Puig M.,52,59,1000,880,6,4,6,1,,,2,0,Completed,1.36,3,1.4,2.85,1.36,3,1.48,2.83,1.53,3.04,1.4,2.87
4,Hobart,Hobart International,1/11/2015,International,Outdoor,Hard,1st Round,3,Stephens S.,Niculescu M.,35,46,1343,1070,6,4,6,2,,,2,0,Completed,1.5,2.5,1.55,2.4,1.53,2.38,1.51,2.72,1.6,2.75,1.53,2.42
4,Hobart,Hobart International,1/11/2015,International,Outdoor,Hard,1st Round,3,Nara K.,Koukalova K.,45,39,1098,1215,0,6,6,2,6,1,2,1,Completed,1.44,2.62,1.52,2.45,1.57,2.25,1.53,2.67,1.57,2.67,1.51,2.49
4,Hobart,Hobart International,1/11/2015,International,Outdoor,Hard,1st Round,3,Beck A.,Cepelova J.,114,57,493,906,6,7,7,5,6,4,2,1,Completed,1.36,3,1.4,2.8,1.4,2.75,1.41,3.1,1.44,3.1,1.39,2.88
4,Hobart,Hobart International,1/11/2015,International,Outdoor,Hard,1st Round,3,Riske A.,Mchale C.,43,51,1175,1015,6,4,,,,,1,0,Retired,1.5,2.5,1.55,2.4,1.53,2.38,1.59,2.5,1.61,2.55,1.54,2.41
4,Hobart,Hobart International,1/12/2015,International,Outdoor,Hard,1st Round,3,Giorgi C.,Sanders S.,33,365,1355,88,5,7,6,1,7,6,2,1,Completed,1.16,5,1.2,4,1.17,4.5,1.19,5.22,1.22,5.6,1.18,4.64
4,Hobart,Hobart International,1/12/2015,International,Outdoor,Hard,1st Round,3,Diyas Z.,Soler Espinosa S.,32,65,1371,788,6,3,6,4,,,2,0,Completed,1.4,2.75,1.35,3,1.4,2.75,1.52,2.7,1.52,3.2,1.43,2.77
4,Hobart,Hobart International,1/12/2015,International,Outdoor,Hard,1st Round,3,Jovanovski B.,Lucic M.,56,60,911,867,5,2,,,,,0,0,Retired,3,1.36,2.7,1.45,2.75,1.4,2.63,1.54,3,1.57,2.65,1.46
4,Hobart,Hobart International,1/12/2015,International,Outdoor,Hard,1st Round,3,Vinci R.,Rogowska O.,44,124,1107,443,6,1,4,6,6,3,2,1,Completed,1.18,4.5,1.18,4.5,1.17,4.5,1.22,4.74,1.25,4.9,1.19,4.45
4,Hobart,Hobart International,1/12/2015,International,Outdoor,Hard,1st Round,3,Kozlova K.,Flipkens K.,140,49,393,1040,4,6,6,3,6,4,2,1,Completed,1.66,2.1,1.8,2,1.73,2,1.76,2.17,1.91,2.3,1.76,2.03
4,Hobart,Hobart International,1/12/2015,International,Outdoor,Hard,1st Round,3,Larsson J.,Zheng S.,71,97,724,581,3,6,1,0,,,0,1,Retired,1.57,2.25,1.62,2.25,1.62,2.2,1.61,2.44,1.82,2.44,1.64,2.21
4,Hobart,Hobart International,1/12/2015,International,Outdoor,Hard,1st Round,3,Knapp K.,Tomljanovic A.,53,63,985,840,7,5,6,2,,,2,0,Completed,1.83,1.83,1.9,1.8,1.83,1.83,1.91,1.98,2,1.98,1.9,1.85
