WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
1,Auckland,ASB Classic,1/1/2013,International,Outdoor,Hard,2nd Round,3,Flipkens K.,Parmentier P.,54,65,1096,950,6,2,6,2,,,2,0,Completed,1.44,2.62,1.5,2.5,1.44,2.62,1.46,2.93,1.53,2.5,1.56,2.93,1.48,2.54
1,Auckland,ASB Classic,1/1/2013,International,Outdoor,Hard,2nd Round,3,Wickmayer Y.,Oprandi R.,23,61,1680,1012,6,3,6,0,,,2,0,Completed,1.5,2.5,1.45,2.65,1.5,2.5,1.55,2.65,1.44,2.63,1.57,2.72,1.5,2.52
1,Auckland,ASB Classic,1/2/2013,International,Outdoor,Hard,2nd Round,3,Larsson J.,Goerges J.,73,18,860,1965,7,5,6,7,6,3,2,1,Completed,3.25,1.33,3,1.35,3.4,1.3,3.6,1.34,3,1.33,4,1.36,3.25,1.33
1,Auckland,ASB Classic,1/2/2013,International,Outdoor,Hard,2nd Round,3,Vesnina E.,Shvedova Y.,68,29,902,1526,6,2,6,3,,,2,0,Completed,2.5,1.5,2.25,1.6,2.38,1.53,2.29,1.7,2.25,1.57,3,1.7,2.3,1.58
1,Auckland,ASB Classic,1/2/2013,International,Outdoor,Hard,2nd Round,3,Bertens K.,Watson H.,63,49,956,1161,6,4,3,6,6,3,2,1,Completed,2.25,1.57,2.25,1.6,2.38,1.53,2.44,1.63,2.25,1.57,2.95,1.67,2.27,1.6
1,Auckland,ASB Classic,1/2/2013,International,Outdoor,Hard,2nd Round,3,Hampton J.,Erakovic M.,70,66,884,940,6,1,7,6,,,2,0,Completed,1.66,2.1,1.7,2.05,1.73,2,1.68,2.33,1.73,2,1.75,2.4,1.67,2.14
1,Auckland,ASB Classic,1/2/2013,International,Outdoor,Hard,2nd Round,3,Radwanska A.,Halep S.,4,47,7425,1220,6,3,6,1,,,2,0,Completed,1.1,7,1.11,5.85,1.1,6.5,1.1,8.5,1.1,6,1.14,8.5,1.11,6.21
1,Auckland,ASB Classic,1/2/2013,International,Outdoor,Hard,Quarterfinals,3,Barthel M.,Larsson J.,39,73,1416,860,6,2,6,1,,,2,0,Completed,1.33,3.25,1.35,3,1.36,3,1.38,3.41,1.36,3,1.4,3.5,1.36,3.08
1,Auckland,ASB Classic,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Wickmayer Y.,Flipkens K.,23,54,1680,1096,6,3,6,4,,,2,0,Completed,1.72,2,1.65,2.15,1.57,2.25,1.74,2.26,1.67,2.2,1.8,2.46,1.69,2.12
1,Auckland,ASB Classic,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Radwanska A.,Vesnina E.,4,68,7425,902,6,3,6,3,,,2,0,Completed,1.12,6,1.11,6,1.14,5,1.13,7.29,1.13,6,1.15,8.3,1.12,5.93
1,Auckland,ASB Classic,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Hampton J.,Bertens K.,70,63,884,956,6,1,6,7,6,2,2,1,Completed,1.53,2.37,1.57,2.3,1.67,2.1,1.57,2.6,1.57,2.38,1.68,2.6,1.6,2.29
1,Auckland,ASB Classic,1/3/2013,International,Outdoor,Hard,Semifinals,3,Wickmayer Y.,Barthel M.,23,39,1680,1416,6,4,1,6,7,6,2,1,Completed,2.2,1.61,2.15,1.65,,,2.37,1.67,2.2,1.67,2.44,1.8,2.21,1.64
1,Auckland,ASB Classic,1/4/2013,International,Outdoor,Hard,Semifinals,3,Radwanska A.,Hampton J.,4,70,7425,884,7,6,7,6,,,2,0,Completed,1.1,7,1.13,5.5,,,1.14,6.92,1.13,6,1.15,7.9,1.12,6.04
1,Auckland,ASB Classic,1/5/2013,International,Outdoor,Hard,The Final,3,Radwanska A.,Wickmayer Y.,4,23,7425,1680,6,4,6,4,,,2,0,Completed,1.25,4,1.25,3.75,,,1.25,4.5,1.22,4,1.29,4.75,1.25,3.87
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,1st Round,3,Radwanska U.,Paszek T.,31,30,1490,1523,2,6,6,0,6,2,2,1,Completed,1.53,2.37,1.55,2.35,1.57,2.25,1.61,2.45,1.62,2.2,1.65,2.45,1.59,2.3
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,1st Round,3,Gajdosova J.,Vinci R.,183,16,341,2475,4,6,6,1,6,3,2,1,Completed,3.75,1.25,4.25,1.2,4,1.22,4.02,1.28,4,1.2,4.25,1.33,3.81,1.25
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Hradecka L.,36,46,1430,1224,6,3,3,6,6,3,2,1,Completed,1.57,2.25,1.55,2.35,1.62,2.2,1.61,2.45,1.62,2.2,1.62,2.75,1.58,2.31
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,1st Round,3,Kvitova P.,Suarez Navarro C.,8,34,5085,1450,6,3,6,4,,,2,0,Completed,1.33,3.25,1.28,3.5,1.25,3.75,1.28,4.06,1.25,3.5,1.33,4.06,1.27,3.58
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,1st Round,3,Hantuchova D.,Dominguez Lino L.,32,48,1470,1181,7,5,6,2,,,2,0,Completed,1.28,3.5,1.3,3.3,1.33,3.25,1.36,3.42,1.29,3.25,1.38,3.65,1.32,3.25
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,1st Round,3,Williams S.,Lepchenko V.,3,21,9400,1835,6,2,6,1,,,2,0,Completed,1.04,13,1.03,10,1.05,8.5,1.06,11.52,1.04,9,1.06,13,1.04,10.8
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Kerber A.,Tatishvili A.,5,51,5550,1140,6,2,4,6,6,2,2,1,Completed,1.08,8,1.08,7,1.08,7,1.1,8.33,1.1,6,1.11,8.85,1.09,7.04
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Lisicki S.,Safarova L.,37,17,1424,2125,6,2,6,4,,,2,0,Completed,2.5,1.5,2.35,1.55,2.38,1.53,2.6,1.55,2.5,1.5,2.75,1.6,2.49,1.51
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Cornet A.,Bobusic B.,44,331,1320,133,2,6,6,3,6,1,2,1,Completed,1.33,3.25,1.4,2.8,1.36,3,1.44,3,1.29,3.25,1.44,3.5,1.35,3.09
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Errani S.,Puchkova O.,6,106,5100,636,6,1,6,3,,,2,0,Completed,1.1,7,1.13,5.5,1.1,6.5,1.14,6.62,1.13,5.5,1.14,7.6,1.11,6.13
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Pervak K.,Wozniacki C.,103,10,652,3765,2,6,6,3,7,6,2,1,Completed,6,1.12,5,1.15,5,1.14,5.94,1.16,5,1.14,7,1.2,5.28,1.15
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Stephens S.,Cibulkova D.,38,15,1418,2495,6,2,6,3,,,2,0,Completed,2.37,1.53,2.35,1.55,2.38,1.53,2.52,1.58,2.38,1.53,2.7,1.58,2.45,1.52
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Puig M.,Rogowska O.,124,113,564,590,6,2,6,3,,,2,0,Completed,1.44,2.62,1.48,2.55,1.44,2.62,1.38,3.3,1.57,2.25,1.59,3.3,1.47,2.63
2,Brisbane,Brisbane International,12/31/2012,International,Outdoor,Hard,1st Round,3,Arvidsson S.,Stosur S.,41,9,1380,4135,7,6,7,5,,,2,0,Completed,3.25,1.33,3.3,1.3,3.4,1.3,3.82,1.3,3.75,1.22,3.82,1.39,3.3,1.31
2,Brisbane,Brisbane International,1/1/2013,International,Outdoor,Hard,1st Round,3,Hantuchova D.,Errani S.,32,6,1470,5100,4,6,6,1,7,5,2,1,Completed,2.75,1.4,3,1.35,2.75,1.4,3.4,1.38,2.88,1.4,3.55,1.44,2.95,1.38
2,Brisbane,Brisbane International,1/1/2013,International,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Kvitova P.,36,8,1430,5085,6,4,7,5,,,2,0,Completed,3,1.36,3,1.35,3,1.36,3.24,1.4,3,1.36,3.35,1.43,2.97,1.37
2,Brisbane,Brisbane International,1/1/2013,International,Outdoor,Hard,2nd Round,3,Pervak K.,Radwanska U.,103,31,652,1490,3,6,6,2,7,6,2,1,Completed,2.25,1.57,2.15,1.65,2.2,1.62,2.29,1.7,2.25,1.62,2.33,1.74,2.18,1.65
2,Brisbane,Brisbane International,1/1/2013,International,Outdoor,Hard,2nd Round,3,Williams S.,Cornet A.,3,44,9400,1320,6,2,6,2,,,2,0,Completed,1.03,15,1.03,10,1.03,10,1.03,17.5,1.04,10,1.05,21,1.03,12.28
2,Brisbane,Brisbane International,1/2/2013,International,Outdoor,Hard,2nd Round,3,Kerber A.,Puig M.,5,124,5550,564,3,6,6,4,7,6,2,1,Completed,1.12,6,1.13,5.5,1.1,6.5,1.13,7,1.13,6,1.16,7,1.13,5.62
2,Brisbane,Brisbane International,1/2/2013,International,Outdoor,Hard,2nd Round,3,Stephens S.,Arvidsson S.,38,41,1418,1380,6,3,6,4,,,2,0,Completed,1.66,2.1,1.75,2,1.67,2.1,1.77,2.18,1.73,2.1,1.77,2.2,1.71,2.07
2,Brisbane,Brisbane International,1/2/2013,International,Outdoor,Hard,2nd Round,3,Tsurenko L.,Gajdosova J.,116,183,581,341,1,6,6,1,6,4,2,1,Completed,2.37,1.53,2.35,1.55,2.38,1.53,2.39,1.65,2.38,1.53,2.5,1.65,2.35,1.56
2,Brisbane,Brisbane International,1/2/2013,International,Outdoor,Hard,2nd Round,3,Azarenka V.,Lisicki S.,1,37,10595,1424,6,3,6,3,,,2,0,Completed,1.14,5.5,1.15,5,1.14,5,1.14,6.97,1.17,5,1.17,7,1.14,5.3
2,Brisbane,Brisbane International,1/3/2013,International,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Kerber A.,36,5,1430,5550,7,6,7,6,,,2,0,Completed,2.75,1.4,2.5,1.5,2.62,1.44,2.82,1.51,2.75,1.44,3.15,1.51,2.63,1.46
2,Brisbane,Brisbane International,1/3/2013,International,Outdoor,Hard,2nd Round,3,Tsurenko L.,Hantuchova D.,116,32,581,1470,6,3,6,4,,,2,0,Completed,3.75,1.25,3.75,1.25,3.75,1.25,4.55,1.25,3.75,1.25,4.55,1.29,3.87,1.25
2,Brisbane,Brisbane International,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Azarenka V.,Pervak K.,1,103,10595,652,6,1,6,0,,,2,0,Completed,1.03,15,1.04,9,1.04,9,1.03,18,1.05,10,1.06,18,1.04,11.48
2,Brisbane,Brisbane International,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Williams S.,Stephens S.,3,38,9400,1418,6,4,6,3,,,2,0,Completed,1.03,15,1.04,9,1.05,8.5,1.04,16,1.06,9,1.07,16.5,1.04,10.97
2,Brisbane,Brisbane International,1/4/2013,International,Outdoor,Hard,Quarterfinals,3,Williams S.,Azarenka V.,3,1,9400,10595,,,,,,,,,Walkover,1.44,2.62,1.5,2.5,,,1.53,2.74,1.5,2.63,1.6,2.85,1.47,2.62
2,Brisbane,Brisbane International,1/4/2013,International,Outdoor,Hard,Quarterfinals,3,Pavlyuchenkova A.,Tsurenko L.,36,116,1430,581,4,6,6,1,6,2,2,1,Completed,1.16,5,1.2,4.25,,,1.22,4.92,1.2,4.5,1.23,5.28,1.19,4.54
2,Brisbane,Brisbane International,1/5/2013,International,Outdoor,Hard,Semifinals,3,Williams S.,Pavlyuchenkova A.,3,36,9400,1430,6,2,6,1,,,2,0,Completed,1.07,9,1.06,8,,,1.07,11.25,1.07,8,1.09,11.5,1.07,8.42
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,Semifinals,3,Beck A.,Muguruza G.,78,109,810,618,6,2,6,7,6,4,2,1,Completed,1.5,2.5,,,1.5,2.5,1.5,2.78,1.44,2.63,1.51,2.8,1.48,2.6
2,Brisbane,Brisbane International,12/30/2012,International,Outdoor,Hard,The Final,3,Hsieh S.W.,Czink M.,25,94,1636,699,6,3,6,2,,,2,0,Completed,1.28,3.5,,,1.3,3.4,1.3,3.86,1.29,3.25,1.35,3.95,1.29,3.53
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/30/2012,International,Outdoor,Hard,1st Round,3,Niculescu M.,Zheng S.,58,138,1035,511,6,4,7,5,,,2,0,Completed,1.33,3.25,,,1.36,3,1.35,3.45,1.33,3,1.44,3.45,1.35,3.05
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/30/2012,International,Outdoor,Hard,1st Round,3,Robson L.,Gallovits E.,53,107,1131,623,6,2,6,1,,,2,0,Completed,1.16,5,,,1.2,4.33,1.17,5.68,1.25,3.5,1.29,5.68,1.21,4.25
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Jovanovski B.,Cadantu A.,56,90,1075,718,6,3,6,1,,,2,0,Completed,1.22,4,1.25,3.75,1.29,3.5,1.28,4.06,1.29,3.25,1.3,4.2,1.26,3.72
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Morita A.,Chan Y.J.,85,117,745,581,6,4,6,4,,,2,0,Completed,1.53,2.37,1.6,2.25,1.67,2.1,1.66,2.35,1.62,2.2,1.77,2.4,1.6,2.27
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Svitolina E.,Peer S.,131,74,529,851,6,1,6,3,,,2,0,Completed,1.53,2.37,1.55,2.35,1.57,2.25,1.52,2.69,1.57,2.25,1.64,2.72,1.51,2.5
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Cohen J.,Bratchikova N.,129,80,543,804,0,6,7,6,7,5,2,1,Completed,2.75,1.4,2.65,1.45,2.5,1.5,2.73,1.51,2.75,1.4,3.25,1.51,2.67,1.45
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Chang K.C.,Soler Espinosa S.,86,83,737,775,4,6,6,1,6,3,2,1,Completed,1.5,2.37,1.6,2.25,1.57,2.25,1.59,2.5,1.57,2.25,1.62,2.72,1.56,2.36
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Peng S.,Keothavong A.,40,143,1380,481,6,4,6,0,,,2,0,Completed,1.33,3.25,1.3,3.3,1.29,3.5,1.36,3.38,1.29,3.25,1.36,3.55,1.32,3.31
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Bartoli M.,Chan W.Y.,11,357,3740,116,6,1,6,0,,,2,0,Completed,1.02,17,1.03,10,1.02,11,1.02,20.52,1.03,10,1.04,24,1.02,14.17
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Voegele S.,Babos T.,92,67,712,916,6,4,7,5,,,2,0,Completed,1.72,2,1.75,2,1.8,1.91,1.56,2.59,1.73,2,1.88,2.59,1.69,2.14
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Zakopalova K.,Hlavackova A.,28,64,1535,950,6,1,6,1,,,2,0,Completed,1.61,2.2,1.75,2,1.73,2,1.66,2.35,1.67,2.1,1.8,2.35,1.69,2.11
3,Shenzhen,Shenzhen Longgang Gemdale Open,12/31/2012,International,Outdoor,Hard,1st Round,3,Duan Y.Y.,Date Krumm K.,132,99,526,685,7,6,7,5,,,2,0,Completed,3.25,1.33,3,1.35,3.25,1.33,4.1,1.27,3,1.33,4.1,1.4,3.24,1.33
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/1/2013,International,Outdoor,Hard,1st Round,3,Zhou Y.M.,Pegula J.,177,150,364,456,6,4,6,2,,,2,0,Completed,,,,,,,,,,,,,,
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/1/2013,International,Outdoor,Hard,1st Round,3,Li N.,Minella M.,7,77,5095,815,6,4,6,0,,,2,0,Completed,1.04,13,1.06,8,1.04,9,1.05,12.39,1.05,8,1.07,13.5,1.05,9.45
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/1/2013,International,Outdoor,Hard,2nd Round,3,Zakopalova K.,Svitolina E.,28,131,1535,529,6,4,6,3,,,2,0,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.68,2.34,1.57,2.38,1.68,2.68,1.57,2.35
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/1/2013,International,Outdoor,Hard,2nd Round,3,Jovanovski B.,Duan Y.Y.,56,132,1075,526,6,3,6,1,,,2,0,Completed,1.4,2.75,1.4,2.8,1.4,2.75,1.55,2.65,1.44,2.75,1.55,2.92,1.44,2.7
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/1/2013,International,Outdoor,Hard,2nd Round,3,Niculescu M.,Robson L.,58,53,1035,1131,6,2,6,3,,,2,0,Completed,2.37,1.53,2.5,1.5,2.5,1.5,2.53,1.59,2.38,1.57,2.64,1.61,2.45,1.54
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/1/2013,International,Outdoor,Hard,2nd Round,3,Peng S.,Morita A.,40,85,1380,745,6,1,6,1,,,2,0,Completed,1.28,3.5,1.3,3.3,1.29,3.5,1.36,3.48,1.29,3.5,1.36,3.75,1.3,3.42
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/1/2013,International,Outdoor,Hard,2nd Round,3,Beck A.,Hsieh S.W.,78,25,810,1636,6,3,6,0,,,2,0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,3.14,1.42,2.63,1.5,3.55,1.55,2.71,1.44
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/2/2013,International,Outdoor,Hard,2nd Round,3,Zhou Y.M.,Chang K.C.,177,86,364,737,4,6,6,2,7,6,2,1,Completed,2.25,1.57,2.5,1.5,2.38,1.53,2.45,1.63,2.25,1.57,2.5,1.67,2.34,1.56
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/2/2013,International,Outdoor,Hard,2nd Round,3,Li N.,Cohen J.,7,129,5095,543,6,3,6,4,,,2,0,Completed,1.02,17,1.03,10,1.02,11,1.03,20,,,1.04,20,1.03,12.07
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/2/2013,International,Outdoor,Hard,2nd Round,3,Bartoli M.,Voegele S.,11,92,3740,712,7,5,6,4,,,2,0,Completed,1.18,4.5,1.2,4.25,1.12,5.5,1.24,4.65,1.17,4.5,1.24,5.8,1.19,4.56
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Peng S.,Beck A.,40,78,1380,810,2,6,7,5,6,2,2,1,Completed,1.5,2.5,1.45,2.65,1.44,2.62,1.54,2.7,1.5,2.63,1.56,2.9,1.47,2.6
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Li N.,Jovanovski B.,7,56,5095,1075,6,3,6,3,,,2,0,Completed,1.14,5.5,1.15,5,1.14,5,1.15,6.74,1.14,5.5,1.18,7.2,1.15,5.27
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Zakopalova K.,Bartoli M.,28,11,1535,3740,6,3,6,2,,,2,0,Completed,2.75,1.4,2.8,1.4,2.75,1.4,2.8,1.51,3.25,1.33,3.25,1.53,2.79,1.4
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/3/2013,International,Outdoor,Hard,Quarterfinals,3,Niculescu M.,Zhou Y.M.,58,177,1035,364,6,4,6,2,,,2,0,Completed,1.25,3.75,1.25,3.75,1.25,3.75,1.3,4.01,1.29,3.5,1.3,4.5,1.26,3.71
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/4/2013,International,Outdoor,Hard,Semifinals,3,Zakopalova K.,Niculescu M.,28,58,1535,1035,6,1,6,3,,,2,0,Completed,1.66,2.1,1.6,2.25,,,1.81,2.14,1.62,2.25,1.82,2.25,1.68,2.14
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/4/2013,International,Outdoor,Hard,Semifinals,3,Li N.,Peng S.,7,40,5095,1380,6,4,6,0,,,2,0,Completed,1.2,4.33,1.2,4.25,,,1.24,4.68,1.2,4.5,1.25,4.85,1.2,4.34
3,Shenzhen,Shenzhen Longgang Gemdale Open,1/5/2013,International,Outdoor,Hard,The Final,3,Li N.,Zakopalova K.,7,28,5095,1535,6,3,1,6,7,5,2,1,Completed,1.3,3.4,1.3,3.3,,,1.33,3.73,1.25,3.75,1.35,4.05,1.29,3.53
4,Hobart,Moorilla Hobart International,1/6/2013,International,Outdoor,Hard,1st Round,3,Govortsova O.,Suarez Navarro C.,57,34,1050,1450,6,2,6,1,,,2,0,Completed,2.25,1.57,2.25,1.62,2.2,1.6,2.14,1.78,2.5,1.5,2.5,1.78,2.26,1.6
4,Hobart,Moorilla Hobart International,1/6/2013,International,Outdoor,Hard,1st Round,3,Stephens S.,Robson L.,29,50,1537,1153,6,4,7,6,,,2,0,Completed,1.5,2.5,1.5,2.5,1.57,2.25,1.63,2.4,1.53,2.38,1.63,2.6,1.53,2.45
4,Hobart,Moorilla Hobart International,1/7/2013,International,Outdoor,Hard,1st Round,3,Gajdosova J.,Oprandi R.,167,59,400,1036,6,4,7,5,,,2,0,Completed,1.83,1.83,1.8,1.95,1.83,1.83,1.98,1.91,1.83,1.83,1.98,2.04,1.84,1.89
4,Hobart,Moorilla Hobart International,1/7/2013,International,Outdoor,Hard,1st Round,3,Pironkova T.,Begu I.,39,53,1365,1140,6,3,6,4,,,2,0,Completed,2,1.72,1.95,1.8,1.83,1.83,2.01,1.88,2,1.73,2.1,1.98,1.96,1.79
4,Hobart,Moorilla Hobart International,1/7/2013,International,Outdoor,Hard,1st Round,3,Scheepers C.,Cornet A.,62,40,1015,1325,6,1,6,2,,,2,0,Completed,1.53,2.37,1.55,2.35,1.62,2.2,1.68,2.31,1.57,2.25,1.74,2.54,1.61,2.26
4,Hobart,Moorilla Hobart International,1/7/2013,International,Outdoor,Hard,1st Round,3,Halep S.,Arruabarrena-Vecino L.,45,78,1220,805,6,3,6,2,,,2,0,Completed,1.38,2.87,1.45,2.75,1.4,2.65,1.51,2.72,1.4,2.75,1.51,3.1,1.43,2.73
