ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Rusedski G.,Massu N.,43,62,6,4,6,1,,,,,,,2,0,Completed,1.35,3,1.25,3,1.3,2.7,1.364,2.875
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Santoro F.,Sanguinetti D.,52,55,4,6,7,6,6,3,,,,,2,1,Completed,1.55,2.3,1.5,2.15,1.5,2.1,1.727,2
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Schuettler R.,Kempes E.,50,107,6,4,7,6,,,,,,,2,0,Completed,1.55,2.3,1.45,2.3,1.45,2.2,1.571,2.25
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Siemerink J.,Boutter J.,85,61,7,5,6,2,,,,,,,2,0,Completed,1.9,1.8,1.92,1.65,1.85,1.65,2,1.727
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Stoliarov A.,Puerta M.,95,48,3,6,6,4,6,4,,,,,2,1,Completed,1.57,2.25,1.55,2.1,1.5,2.1,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Ulihrach B.,Vicente F.,45,34,6,4,6,2,,,,,,,2,0,Completed,1.55,2.3,1.5,2.2,1.45,2.2,1.4,2.75
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Vanek J.,Zabaleta M.,90,73,6,2,7,6,,,,,,,2,0,Completed,2.1,1.65,2,1.6,1.9,1.6,2.2,1.615
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Vinciguerra A.,Gimelstob J.,49,118,3,6,6,2,6,0,,,,,2,1,Completed,1.38,2.8,1.45,2.3,1.5,2.1,1.4,2.75
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,1st Round,3,Woodruff C.,Meligeni F.,87,86,7,6,6,3,,,,,,,2,0,Completed,1.45,2.6,1.42,2.35,1.4,2.3,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Agassi A.,Dent T.,3,178,6,4,6,2,,,,,,,2,0,Completed,1.12,5.5,1.05,5.5,1.05,5,1.1,6.5
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Balcells J.,Safin M.,68,2,4,6,6,4,6,3,,,,,2,1,Completed,2.9,1.35,2.65,1.33,3,1.25,3,1.333
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Bjorkman J.,Escude N.,44,32,7,5,6,4,,,,,,,2,0,Completed,2.7,1.4,2.1,1.54,2.2,1.45,2.75,1.4
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Clavet F.,Martin A.,29,71,6,0,6,7,6,3,,,,,2,1,Completed,1.33,3.1,1.4,2.4,1.3,2.7,1.364,2.875
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Clement A.,Vanek J.,11,90,6,4,6,4,,,,,,,2,0,Completed,1.3,3.25,1.25,3.2,1.2,3.2,1.333,3
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Coria G.,Squillari F.,47,18,6,4,6,2,,,,,,,2,0,Completed,1.7,2.05,1.86,1.7,1.9,1.6,1.727,2
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Corretja A.,Pozzi G.,10,42,6,7,6,3,6,3,,,,,2,1,Completed,1.33,3.05,1.3,2.8,1.35,2.5,1.333,3
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Enqvist T.,Calatrava A.,14,54,6,3,6,2,,,,,,,2,0,Completed,1.45,2.5,1.38,2.5,1.3,2.7,1.5,2.5
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Federer R.,El Aynaoui Y.,24,58,6,2,6,2,,,,,,,2,0,Completed,1.28,3.3,1.28,2.9,1.3,2.7,1.3,3.2
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Stoliarov A.,12,95,6,4,6,1,,,,,,,2,0,Completed,1.28,3.3,1.36,2.57,1.35,2.5,1.3,3.2
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Gambill J.M.,Ilie A.,19,40,6,7,7,6,6,3,,,,,2,1,Completed,1.35,3,1.42,2.37,1.35,2.5,1.3,3.2
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Gaudio G.,Siemerink J.,31,85,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Golmard J.,Pioline C.,66,20,7,5,7,6,,,,,,,2,0,Completed,2.4,1.5,2.12,1.53,2,1.55,2.2,1.615
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Grosjean S.,Mirnyi M.,15,41,4,6,7,5,6,2,,,,,2,1,Completed,1.5,2.4,1.45,2.28,1.45,2.2,1.5,2.5
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Haas T.,Arthurs W.,23,64,3,6,7,6,6,3,,,,,2,1,Completed,1.45,2.6,1.4,2.43,1.35,2.5,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Hewitt L.,Diaz J.,7,121,6,3,6,3,,,,,,,2,0,Completed,1.07,7,1.06,5.6,1.05,5,1.083,6.5
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Hrbaty D.,Bastl G.,13,106,7,6,6,4,,,,,,,2,0,Completed,1.35,3,1.35,2.65,1.4,2.3,1.444,2.625
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Johansson T.,Woodruff C.,25,87,4,6,6,2,6,1,,,,,2,1,Completed,1.57,2.25,1.55,2.1,1.55,2,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Kafelnikov Y.,Costa A.,5,38,7,6,6,3,,,,,,,2,0,Completed,1.28,3.2,1.24,3.12,1.2,3.2,1.333,3
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Kuerten G.,Arazi H.,1,53,6,1,6,7,6,4,,,,,2,1,Completed,1.25,3.65,1.25,3,1.25,3,1.222,3.75
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Lapentti N.,Mamiit C.,28,122,6,1,6,3,,,,,,,2,0,Completed,1.4,2.7,1.38,2.5,1.35,2.5,1.4,2.75
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Ljubicic I.,Voltchkov V.,88,27,7,6,7,6,,,,,,,2,0,Completed,2.05,1.7,2,1.6,2,1.55,2.2,1.615
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Moya C.,Ivanisevic G.,22,115,6,4,6,3,,,,,,,2,0,Completed,1.5,2.4,1.5,2.18,1.55,2,1.571,2.25
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Norman M.,Schuettler R.,6,50,6,4,6,3,,,,,,,2,0,Completed,1.35,3,1.32,2.7,1.3,2.7,1.333,3
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Pavel A.,Vinciguerra A.,21,49,6,3,6,1,,,,,,,2,0,Completed,1.9,1.8,1.75,1.8,1.75,1.75,2.1,1.667
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Philippoussis M.,Chang M.,16,35,7,6,6,4,,,,,,,2,0,Completed,1.35,2.9,1.4,2.43,1.35,2.5,1.444,2.625
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Prinosil D.,Rusedski G.,30,43,6,3,6,2,,,,,,,2,0,Completed,3.3,1.3,2.6,1.35,2.7,1.3,3.25,1.286
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Rafter P.,Bryan B.,8,135,6,2,6,1,,,,,,,2,0,Completed,1.16,4.5,1.15,3.9,1.15,3.8,1.167,4.5
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Rios M.,119,26,6,4,6,1,,,,,,,2,0,Completed,2.25,1.55,2.07,1.55,2.2,1.45,2.2,1.615
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Sampras P.,Kiefer N.,4,39,6,3,3,6,6,3,,,,,2,1,Completed,1.4,2.75,1.34,2.65,1.25,3,1.333,3
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Santoro F.,Henman T.,52,9,4,6,7,6,6,3,,,,,2,1,Completed,3,1.33,2.75,1.32,2.7,1.3,3.25,1.286
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,2nd Round,3,Ulihrach B.,Ferreira W.,45,17,5,7,6,4,6,3,,,,,2,1,Completed,,,,,,,,
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Agassi A.,Prinosil D.,3,30,6,1,6,3,,,,,,,2,0,Completed,1.14,5,1.1,4.5,1.1,4.5,1.111,6
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Bjorkman J.,Balcells J.,44,68,6,2,6,1,,,,,,,2,0,Completed,1.5,2.5,1.6,2,1.6,1.9,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Corretja A.,Golmard J.,10,66,7,6,7,6,,,,,,,2,0,Completed,1.45,2.6,1.45,2.3,1.45,2.2,1.444,2.625
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Federer R.,Philippoussis M.,24,16,3,6,7,6,6,2,,,,,2,1,Completed,1.75,2,1.9,1.65,1.8,1.7,1.833,1.833
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Ferrero J.C.,Ulihrach B.,12,45,7,6,6,3,,,,,,,2,0,Completed,1.5,2.45,1.6,2,1.6,1.9,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Gambill J.M.,Enqvist T.,19,14,7,5,6,7,6,1,,,,,2,1,Completed,2.1,1.67,1.9,1.67,1.75,1.75,2,1.727
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Gaudio G.,Kafelnikov Y.,31,5,6,4,6,1,,,,,,,2,0,Completed,3.6,1.25,3.45,1.2,3.2,1.2,5,1.143
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Haas T.,Hrbaty D.,23,13,6,7,6,0,6,3,,,,,2,1,Completed,1.7,2.05,1.65,1.9,1.6,1.9,1.667,2.1
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Hewitt L.,Lapentti N.,7,28,6,3,6,3,,,,,,,2,0,Completed,1.3,3.25,1.32,2.7,1.3,2.7,1.286,3.25
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Johansson T.,Kuerten G.,25,1,6,3,4,6,6,4,,,,,2,1,Completed,2.7,1.42,2.62,1.38,2.2,1.45,2.875,1.364
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Ljubicic I.,Norman M.,88,6,7,6,6,2,,,,,,,2,0,Completed,3.25,1.28,2.75,1.3,3,1.25,3.25,1.286
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Moya C.,Clement A.,22,11,6,4,0,6,6,4,,,,,2,1,Completed,1.75,2,1.9,1.65,1.9,1.6,1.8,1.909
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Pavel A.,Grosjean S.,21,15,7,6,2,6,6,0,,,,,2,1,Completed,2.4,1.53,2.13,1.52,2.2,1.45,2.625,1.444
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Rafter P.,Clavet F.,8,29,6,3,3,6,6,3,,,,,2,1,Completed,1.35,3,1.3,2.75,1.3,2.7,1.333,3
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Sampras P.,119,4,7,6,6,3,,,,,,,2,0,Completed,3.6,1.25,3.25,1.22,3.8,1.15,3.75,1.222
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,3rd Round,3,Santoro F.,Coria G.,52,47,6,2,7,5,,,,,,,2,0,Completed,1.7,2.05,1.55,2.08,1.5,2.1,1.667,2.1
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Agassi A.,Haas T.,3,23,,,,,,,,,,,0,0,Walkover,1.25,3.6,1.24,3.1,1.2,3.2,1.222,3.75
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Federer R.,Johansson T.,24,25,7,6,5,7,7,6,,,,,2,1,Completed,1.53,2.4,1.55,2.08,1.55,2,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Gambill J.M.,Bjorkman J.,19,44,6,1,6,1,,,,,,,2,0,Completed,1.45,2.6,1.54,2.1,1.45,2.2,1.533,2.375
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Gaudio G.,Ferrero J.C.,31,12,6,0,3,6,6,3,,,,,2,1,Completed,2.7,1.42,2.32,1.44,2.2,1.45,2.625,1.444
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Hewitt L.,Santoro F.,7,52,3,6,6,1,6,2,,,,,2,1,Completed,1.22,3.85,1.24,3.05,1.25,3,1.2,4
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Ljubicic I.,Moya C.,88,22,6,3,4,6,6,4,,,,,2,1,Completed,2.7,1.42,2.53,1.37,2.7,1.3,2.75,1.4
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Rafter P.,Corretja A.,8,10,6,4,6,3,,,,,,,2,0,Completed,1.62,2.15,1.48,2.23,1.45,2.2,1.571,2.25
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,4th Round,3,Roddick A.,Pavel A.,119,21,7,6,6,3,,,,,,,2,0,Completed,1.8,1.9,1.8,1.76,1.65,1.85,1.833,1.833
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,Quarterfinals,3,Agassi A.,Ljubicic I.,3,88,6,4,6,4,,,,,,,2,0,Completed,1.12,5.5,1.1,4.7,1.1,4.5,1.125,5.5
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,Quarterfinals,3,Gambill J.M.,Gaudio G.,19,31,3,6,7,5,6,4,,,,,2,1,Completed,1.4,2.75,1.4,2.45,1.4,2.3,1.364,2.875
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Roddick A.,7,119,6,3,6,2,,,,,,,2,0,Completed,1.45,2.55,1.4,2.45,1.4,2.3,1.364,2.875
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,Quarterfinals,3,Rafter P.,Federer R.,8,24,6,3,6,1,,,,,,,2,0,Completed,1.7,2.05,1.6,2,1.6,1.9,1.571,2.25
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,Semifinals,3,Agassi A.,Rafter P.,3,8,6,0,6,7,6,2,,,,,2,1,Completed,1.45,2.5,1.35,2.55,1.35,2.5,1.444,2.625
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,Semifinals,3,Gambill J.M.,Hewitt L.,19,7,7,5,6,4,,,,,,,2,0,Completed,2.8,1.38,2.35,1.42,2.2,1.45,2.75,1.4
21,Miami,Ericsson Open,3/19/01,Masters,Outdoor,Hard,The Final,5,Agassi A.,Gambill J.M.,3,19,7,6,6,1,6,0,,,,,3,0,Completed,1.22,3.75,1.25,3.1,1.25,3,1.286,3.25
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Alami K.,Kralert P.,72,154,6,2,6,7,6,2,,,,,2,1,Completed,1.35,3,,,1.3,2.7,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Bruguera S.,El Aarej M.,71,347,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Calatrava A.,Stoliarov A.,54,91,6,2,6,2,,,,,,,2,0,Completed,1.53,2.35,1.45,2.25,1.4,2.3,1.444,2.625
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Canas G.,Tahiri M.,128,433,6,0,6,2,,,,,,,2,0,Completed,,,,,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,El Aynaoui Y.,Belal C.,56,553,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Gaudenzi A.,Vinciguerra A.,110,51,6,4,6,4,,,,,,,2,0,Completed,2.7,1.4,2.3,1.45,2.2,1.45,2.75,1.4
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Golmard J.,Vinck C.,66,107,6,1,6,3,,,,,,,2,0,Completed,1.45,2.5,1.4,2.4,1.4,2.3,1.5,2.5
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Knippschild J.,di Pasquale A.,99,59,7,5,3,6,6,3,,,,,2,1,Completed,2.5,1.45,2.4,1.4,2.3,1.4,2.75,1.4
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Massu N.,Blanco G.,64,78,7,6,1,6,7,5,,,,,2,1,Completed,2,1.7,1.93,1.65,1.9,1.6,2,1.727
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Puentes G.,Dupuis A.,116,88,2,6,7,6,6,2,,,,,2,1,Completed,1.55,2.3,1.55,2.05,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Robredo T.,Malcor O.,114,442,6,7,6,3,6,0,,,,,2,1,Completed,,,,,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Rochus O.,Puerta M.,74,47,2,6,6,3,6,4,,,,,2,1,Completed,2.6,1.42,2.4,1.4,2.3,1.4,2.625,1.444
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Sargsian S.,Schuettler R.,96,48,4,6,7,5,7,5,,,,,2,1,Completed,2.2,1.6,2.2,1.51,2.1,1.5,2.2,1.615
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Savolt A.,Hantschk M.,140,115,6,2,6,2,,,,,,,2,0,Completed,1.95,1.75,2.2,1.5,2.1,1.5,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Vanek J.,Vacek J.,90,162,6,2,7,6,,,,,,,2,0,Completed,,,,,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Vicente F.,76,32,6,4,2,6,6,4,,,,,2,1,Completed,2.1,1.65,2,1.6,2.1,1.5,2,1.727
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,Bruguera S.,Rochus O.,71,74,6,1,6,3,,,,,,,2,0,Completed,1.62,2.15,1.65,1.9,1.65,1.85,1.8,1.909
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,Canas G.,Knippschild J.,128,99,6,0,6,2,,,,,,,2,0,Completed,1.35,2.9,1.42,2.37,1.45,2.2,1.4,2.75
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,El Aynaoui Y.,Alami K.,56,72,4,6,6,2,6,1,,,,,2,1,Completed,1.7,2,1.6,2,1.6,1.9,1.615,2.2
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,Gaudenzi A.,Golmard J.,110,66,6,4,6,4,,,,,,,2,0,Completed,2.1,1.65,2,1.6,2,1.55,2.2,1.615
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,Puentes G.,Sargsian S.,116,96,6,1,2,6,7,5,,,,,2,1,Completed,2,1.7,1.9,1.65,1.75,1.75,2,1.727
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,Robredo T.,Vanek J.,114,90,4,6,6,4,6,4,,,,,2,1,Completed,1.65,2.1,1.67,1.9,1.7,1.8,1.667,2.1
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,Savolt A.,Calatrava A.,140,54,7,6,6,4,,,,,,,2,0,Completed,2.65,1.42,2.4,1.4,2.3,1.4,2.875,1.364
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,2nd Round,3,Zabaleta M.,Massu N.,76,64,6,4,3,6,6,1,,,,,2,1,Completed,1.57,2.25,1.65,1.9,1.65,1.85,1.667,2.1
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,Quarterfinals,3,Bruguera S.,Savolt A.,71,140,6,3,7,6,,,,,,,2,0,Completed,,,,,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,Quarterfinals,3,Canas G.,Gaudenzi A.,128,110,6,2,6,0,,,,,,,2,0,Completed,,,1.8,1.75,1.75,1.75,1.571,2.25
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,Quarterfinals,3,El Aynaoui Y.,Zabaleta M.,56,76,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,Quarterfinals,3,Robredo T.,Puentes G.,114,116,6,0,6,1,,,,,,,2,0,Completed,,,1.64,1.95,1.65,1.85,1.571,2.25
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,Semifinals,3,Canas G.,Bruguera S.,128,71,6,0,7,6,,,,,,,2,0,Completed,1.6,2.2,1.6,2,1.6,1.9,1.533,2.375
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,Semifinals,3,Robredo T.,El Aynaoui Y.,114,56,3,6,6,3,7,6,,,,,2,1,Completed,2.2,1.6,2,1.55,2.1,1.5,2.1,1.667
22,Casablanca,Grand Prix Hassan II,4/9/01,International,Outdoor,Clay,The Final,3,Canas G.,Robredo T.,128,114,7,5,6,2,,,,,,,2,0,Completed,1.53,2.35,1.6,2.1,1.6,1.9,1.533,2.375
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Balcells J.,Medvedev A.,67,46,6,2,3,0,,,,,,,1,0,Retired,2,1.7,1.9,1.7,1.8,1.7,1.909,1.8
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Coria G.,Lapentti N.,45,36,7,6,6,0,,,,,,,2,0,Completed,2,1.7,2,1.6,1.9,1.6,2.2,1.615
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Dosedel S.,Couto E.,89,428,6,3,6,4,,,,,,,2,0,Completed,,,1.32,2.6,1.3,2.7,,
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Ferrero J.C.,Levy H.,11,52,6,3,7,6,,,,,,,2,0,Completed,1.2,4,1.2,3.5,1.2,3.2,1.2,4
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Henman T.,Koubek S.,12,83,6,4,6,1,,,,,,,2,0,Completed,1.5,2.4,1.52,2.2,1.5,2.1,1.5,2.5
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Hipfl M.,Costa A.,104,38,6,4,6,2,,,,,,,2,0,Completed,2.7,1.4,2.65,1.35,2.5,1.35,2.625,1.444
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Hrbaty D.,Youzhny M.,14,84,6,1,7,5,,,,,,,2,0,Completed,1.28,3.25,1.27,3,1.25,3,1.333,3
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Kucera K.,Davydenko N.,73,109,6,3,7,6,,,,,,,2,0,Completed,1.5,2.4,1.25,3.2,1.35,2.5,1.333,3
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Mantilla F.,Novak J.,105,60,4,6,6,4,6,3,,,,,2,1,Completed,1.6,2.2,1.5,2.2,1.5,2.1,,
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Martin A.,Tabara M.,69,65,6,3,6,4,,,,,,,2,0,Completed,1.65,2.1,1.55,2.1,1.55,2,1.571,2.25
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Montanes A.,Chang M.,167,33,6,1,6,3,,,,,,,2,0,Completed,,,,,,,,
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Pavel A.,Malisse X.,23,80,6,1,6,1,,,,,,,2,0,Completed,1.7,2,1.6,2,1.6,1.9,1.615,2.2
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Portas A.,Pozzi G.,57,50,6,3,4,6,6,3,,,,,2,1,Completed,1.36,2.85,1.35,2.7,1.45,2.2,1.4,2.75
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Sanchez D.,Viloca J.A.,92,148,6,2,7,6,,,,,,,2,0,Completed,1.75,1.95,,,1.7,1.8,,
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Siemerink J.,Sousa T.,82,964,7,5,6,4,,,,,,,2,0,Completed,,,1.35,2.65,1.35,2.5,,
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,1st Round,3,Squillari F.,Rochus C.,18,85,6,4,7,6,,,,,,,2,0,Completed,1.4,2.7,1.42,2.4,1.4,2.3,1.5,2.5
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Dosedel S.,11,89,6,3,6,0,,,,,,,2,0,Completed,1.25,3.55,1.3,2.8,1.3,2.7,1.25,3.5
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,2nd Round,3,Hipfl M.,Balcells J.,104,67,5,7,6,4,6,0,,,,,2,1,Completed,1.9,1.8,1.93,1.65,1.9,1.6,2.1,1.667
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,2nd Round,3,Hrbaty D.,Siemerink J.,14,82,6,1,6,3,,,,,,,2,0,Completed,1.35,2.95,1.25,3,1.25,3,1.364,2.875
23,Estoril,Estoril Open,4/9/01,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Henman T.,105,12,7,5,6,1,,,,,,,2,0,Completed,2.05,1.7,1.82,1.72,1.75,1.75,2,1.727
