ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Clement A.,Gaudenzi A.,18,101,6,7,6,0,6,3,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Goldstein P.,Jones A.,81,442,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Haas T.,Smith L.,23,485,6,3,6,3,,,,,,,2,0,Completed,,,1.12,4,1.1,3.5,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Henman T.,Rusedski G.,10,69,6,2,7,6,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Hewitt L.,Arthurs W.,7,83,6,4,6,3,,,,,,,2,0,Completed,1.28,3.3,1.12,3.8,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Johansson T.,Mantilla F.,39,99,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Ljubicic I.,Sargsian S.,91,94,6,2,7,5,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Malisse X.,Woodruff C.,127,67,2,6,6,3,6,2,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Martin A.,Puentes G.,79,92,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Massu N.,Sluiter R.,87,95,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Pavel A.,Gimelstob J.,27,97,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Phau B.,Woodbridge T.,208,187,7,5,6,1,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Rochus C.,Ilie A.,74,50,1,6,7,6,7,5,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Grosjean S.,66,19,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Tarango J.,Kohlmann M.,112,217,6,3,7,6,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,1st Round,3,Vinck C.,Popp A.,102,86,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Haas T.,Malisse X.,23,127,7,5,6,3,,,,,,,2,0,Completed,1.35,2.9,1.2,3.2,1.25,2.6,1.33,3
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Henman T.,Tarango J.,10,112,6,1,6,4,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Phau B.,7,208,6,7,6,4,6,0,,,,,2,1,Completed,,,,,,,1.13,5.5
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Johansson T.,Vinck C.,39,102,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Ljubicic I.,Pavel A.,91,27,3,6,7,5,6,4,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Martin A.,Rochus C.,79,74,3,6,7,6,7,5,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Massu N.,Clement A.,87,18,6,2,6,2,,,,,,,2,0,Completed,2.7,1.42,2.3,1.41,2,1.45,2.63,1.44
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,2nd Round,3,Stoltenberg J.,Goldstein P.,66,81,6,2,6,2,,,,,,,2,0,Completed,1.55,2.25,1.55,2,,,1.53,2.38
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Haas T.,Hewitt L.,23,7,6,4,0,6,6,1,,,,,2,1,Completed,2.3,1.53,,,1.9,1.5,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Henman T.,Johansson T.,10,39,7,6,6,7,6,3,,,,,2,1,Completed,1.4,2.75,1.47,2.2,1.35,2.2,1.25,3.5
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Massu N.,Ljubicic I.,87,91,6,7,7,6,6,2,,,,,2,1,Completed,2,1.7,2,1.61,1.75,1.65,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Stoltenberg J.,Martin A.,66,79,6,3,6,4,,,,,,,2,0,Completed,1.35,3,1.41,2.4,1.4,2.1,1.4,2.75
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,Semifinals,3,Haas T.,Stoltenberg J.,23,66,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,Semifinals,3,Massu N.,Henman T.,87,10,3,6,7,5,6,2,,,,,2,1,Completed,,,,,,,,
1,Adelaide,AAPT Championships,1/1/01,International,Outdoor,Hard,The Final,3,Haas T.,Massu N.,23,87,6,3,6,1,,,,,,,2,0,Completed,1.35,3,1.4,2.4,1.4,2.1,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Agenor R.,Zib T.,137,117,6,3,6,2,,,,,,,2,0,Completed,2.3,1.53,1.8,1.66,1.9,1.5,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Black B.,Davydenko N.,35,133,6,4,4,6,6,3,,,,,2,1,Completed,,,,,,,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Dent T.,Norman M.,181,4,6,3,7,6,,,,,,,2,0,Completed,4.75,1.14,3.5,1.17,3,1.15,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Golmard J.,Bastl G.,42,105,7,5,6,7,6,1,,,,,2,1,Completed,1.4,2.75,1.35,2.5,1.4,2.1,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Kempes E.,Vanek J.,126,77,7,6,4,6,6,3,,,,,2,1,Completed,,,,,,,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Pioline C.,Blanco G.,16,114,3,6,6,3,7,6,,,,,2,1,Completed,1.3,3.2,1.17,3.4,1.2,2.8,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Pless K.,Black W.,197,107,6,2,7,5,,,,,,,2,0,Completed,2,1.7,,,2,1.45,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Robredo T.,Paes L.,131,188,7,6,6,0,,,,,,,2,0,Completed,,,,,2,1.45,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Sanchez D.,Hantschk M.,89,72,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Saulnier C.,Alvarez E.,130,125,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Stoliarov A.,Bhupathi M.,122,889,3,6,6,2,7,6,,,,,2,1,Completed,,,,,,,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Tabara M.,Gonzalez F.,96,115,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Vinciguerra A.,Kratochvil M.,52,93,7,6,6,3,,,,,,,2,0,Completed,1.45,2.5,1.43,2.3,1.35,2.2,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Voinea A.,Syed F.,110,756,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Wessels P.,Roux L.,150,223,7,5,6,1,,,,,,,2,0,Completed,,,,,1.6,1.8,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,1st Round,3,Youzhny M.,Squillari F.,113,14,6,7,6,1,6,2,,,,,2,1,Completed,2.2,1.6,2,1.55,1.9,1.5,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Pioline C.,Agenor R.,16,137,4,6,6,3,6,2,,,,,2,1,Completed,1.22,3.75,1.17,3.5,1.2,2.8,1.25,3.5
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Pless K.,Dent T.,197,181,7,6,6,4,,,,,,,2,0,Completed,2.15,1.62,2.2,1.45,1.8,1.6,1.91,1.8
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Robredo T.,Sanchez D.,131,89,4,6,6,1,6,2,,,,,2,1,Completed,,,1.9,1.63,1.8,1.6,2,1.73
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Saulnier C.,Black B.,130,35,6,3,6,4,,,,,,,2,0,Completed,2.45,1.48,2.4,1.4,2.2,1.35,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Stoliarov A.,Vinciguerra A.,122,52,6,1,6,3,,,,,,,2,0,Completed,2.85,1.36,2.1,1.5,2.1,1.4,2.75,1.4
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Tabara M.,Kempes E.,96,126,6,4,6,0,,,,,,,2,0,Completed,1.78,1.92,1.61,1.9,1.6,1.8,,
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Voinea A.,Golmard J.,110,42,1,2,,,,,,,,,0,0,Retired,2.9,1.35,2.6,1.31,2.2,1.35,2.63,1.44
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Wessels P.,Youzhny M.,150,113,6,0,6,4,,,,,,,2,0,Completed,2.1,1.65,2,1.55,1.8,1.6,2,1.73
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Pless K.,Voinea A.,197,110,6,1,7,5,,,,,,,2,0,Completed,1.85,1.85,2,1.6,1.85,1.55,2,1.73
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Robredo T.,Saulnier C.,131,130,6,2,6,1,,,,,,,2,0,Completed,2.2,1.6,2,1.6,1.85,1.55,2,1.73
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Stoliarov A.,Wessels P.,122,150,1,6,6,3,6,2,,,,,2,1,Completed,1.8,1.9,1.7,1.85,1.6,1.8,1.83,1.83
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Tabara M.,Pioline C.,96,16,6,4,6,1,,,,,,,2,0,Completed,3.25,1.28,3.5,1.2,2.8,1.2,3.5,1.25
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,Semifinals,3,Stoliarov A.,Robredo T.,122,131,4,6,6,3,6,4,,,,,2,1,Completed,1.75,1.95,1.65,1.9,1.55,1.85,1.67,2.1
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,Semifinals,3,Tabara M.,Pless K.,96,197,4,0,,,,,,,,,0,0,Retired,1.75,1.95,1.51,2.1,1.65,1.75,1.83,1.83
2,Chennai,TATA Open,1/1/01,International,Outdoor,Hard,The Final,3,Tabara M.,Stoliarov A.,96,122,6,2,7,6,,,,,,,2,0,Completed,1.85,1.9,1.85,1.66,1.75,1.65,2,1.73
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Arazi H.,Portas A.,30,51,7,6,6,4,,,,,,,2,0,Completed,1.33,3.1,1.35,2.5,1.3,2.4,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Boutter J.,Ivanisevic G.,70,129,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Calatrava A.,Koubek S.,56,54,7,5,4,6,6,4,,,,,2,1,Completed,2.05,1.67,1.8,1.7,1.7,1.7,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,di Pasquale A.,Zabaleta M.,60,61,6,1,6,4,,,,,,,2,0,Completed,1.85,1.85,1.67,1.85,1.8,1.6,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Escude N.,El Aynaoui Y.,48,25,6,1,7,6,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Jonsson F.,Sanguinetti D.,203,65,7,5,6,3,,,,,,,2,0,Completed,2.2,1.6,2,1.57,1.9,1.5,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Clavet F.,5,49,6,2,6,2,,,,,,,2,0,Completed,1.33,3.1,1.27,2.8,1.3,2.4,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Kiefer N.,Bjorkman J.,20,44,4,6,6,1,7,5,,,,,2,1,Completed,1.45,2.5,1.47,2.2,1.45,2,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Prinosil D.,40,38,7,6,6,4,,,,,,,2,0,Completed,1.7,2.05,1.65,1.8,1.6,1.8,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Pozzi G.,Santoro F.,43,31,1,6,6,3,7,6,,,,,2,1,Completed,,,,,,,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Rios M.,Zimonjic N.,37,316,6,4,3,6,6,1,,,,,2,1,Completed,,,1.33,2.6,1.3,2.4,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Rosset M.,Al-Alawi S.K.,28,957,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Schalken S.,Alami K.,22,57,6,3,6,1,,,,,,,2,0,Completed,1.48,2.5,1.48,2.2,1.55,1.85,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Ulihrach B.,Coutelot N.,76,152,6,2,4,6,7,5,,,,,2,1,Completed,,,1.5,2.15,1.5,1.9,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Vicente F.,Schuettler R.,47,45,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,1st Round,3,Voltchkov V.,Gaudio G.,46,34,3,6,6,2,6,3,,,,,2,1,Completed,1.5,2.4,1.61,1.9,1.45,2,,
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Arazi H.,di Pasquale A.,30,60,6,4,7,5,,,,,,,2,0,Completed,,,1.63,1.95,1.7,1.7,1.62,2.2
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Escude N.,Boutter J.,48,70,6,3,6,4,,,,,,,2,0,Completed,1.36,2.9,1.45,2.25,1.4,2.1,1.5,2.5
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Kafelnikov Y.,Jonsson F.,5,203,6,3,7,6,,,,,,,2,0,Completed,1.18,4.2,1.17,3.5,1.15,3,1.14,5
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Calatrava A.,20,56,6,0,7,6,,,,,,,2,0,Completed,1.3,3.2,1.31,2.7,1.3,2.4,1.29,3.25
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Rios M.,Pozzi G.,37,43,6,2,6,2,,,,,,,2,0,Completed,1.38,2.8,1.4,2.4,1.4,2.1,1.44,2.63
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Ulihrach B.,Rosset M.,76,28,6,2,6,3,,,,,,,2,0,Completed,2.65,1.42,2.3,1.41,2.2,1.35,2.5,1.5
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Vicente F.,Schalken S.,47,22,6,1,5,7,6,1,,,,,2,1,Completed,,,2.15,1.5,1.9,1.5,2.88,1.36
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,2nd Round,3,Voltchkov V.,Mirnyi M.,46,40,4,6,6,3,7,5,,,,,2,1,Completed,2.3,1.53,1.81,1.71,1.8,1.6,2.1,1.67
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Escude N.,Arazi H.,48,30,6,3,6,1,,,,,,,2,0,Completed,1.65,2.1,1.65,1.9,1.7,1.7,1.73,2
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Rios M.,Vicente F.,37,47,7,5,7,5,,,,,,,2,0,Completed,1.45,2.5,1.33,2.7,1.45,2,1.4,2.75
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Ulihrach B.,Kafelnikov Y.,76,5,1,6,7,6,6,4,,,,,2,1,Completed,3.25,1.28,2.55,1.35,2.8,1.2,3.25,1.29
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,Quarterfinals,3,Voltchkov V.,Kiefer N.,46,20,6,2,6,1,,,,,,,2,0,Completed,2.6,1.42,2.35,1.42,2,1.45,2.75,1.4
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,Semifinals,3,Rios M.,Voltchkov V.,37,46,6,1,6,3,,,,,,,2,0,Completed,1.62,2.2,1.47,2.2,1.5,1.9,1.57,2.25
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,Semifinals,3,Ulihrach B.,Escude N.,76,48,3,6,7,5,7,6,,,,,2,1,Completed,2.7,1.42,2.15,1.5,2,1.45,2.5,1.5
3,Doha,Qatar Open,1/1/01,International,Outdoor,Hard,The Final,3,Rios M.,Ulihrach B.,37,76,6,3,2,6,6,3,,,,,2,1,Completed,1.35,3,1.33,2.5,1.35,2.2,1.4,2.75
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Balcells J.,Tabara M.,74,70,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Black B.,Portas A.,35,49,2,6,6,2,6,4,,,,,2,1,Completed,1.4,2.7,1.47,2.2,1.35,2.2,1.4,2.75
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Calatrava A.,Calleri A.,53,64,6,3,1,6,6,3,,,,,2,1,Completed,1.7,2,1.61,2,1.6,1.8,1.62,2.2
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Clavet F.,Chela J.I.,47,65,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,1.6,2,1.5,1.9,1.53,2.38
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,di Pasquale A.,Rios M.,61,23,3,6,6,1,7,6,,,,,2,1,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Massu N.,33,67,7,6,6,4,,,,,,,2,0,Completed,1.5,2.4,1.5,2.2,1.55,1.85,1.5,2.5
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Gaudenzi A.,17,102,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Johansson T.,Boutter J.,36,68,6,4,6,4,,,,,,,2,0,Completed,1.4,2.7,1.4,2.4,1.4,2.1,1.4,2.75
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Koubek S.,Squillari F.,52,14,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Martelli M.,Sanguinetti D.,281,72,6,4,7,6,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Medvedev A.,Gaudio G.,58,34,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Rusedski G.,Nielsen M.,73,260,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Russell M.,Vicente F.,154,42,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Vinciguerra A.,Levy H.,50,59,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Weiner G.,Rochus O.,277,71,4,6,6,3,6,3,,,,,2,1,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,1st Round,3,Zabaleta M.,Mantilla F.,62,100,7,5,7,5,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Balcells J.,Medvedev A.,74,58,6,2,6,4,,,,,,,2,0,Completed,2,1.7,2,1.55,1.9,1.5,2,1.73
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Clavet F.,Russell M.,47,154,3,6,6,1,7,6,,,,,2,1,Completed,,,1.57,2,1.55,1.85,1.44,2.63
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Gambill J.M.,Vinciguerra A.,33,50,6,4,6,4,,,,,,,2,0,Completed,1.6,2.2,1.57,2.05,1.55,1.85,1.53,2.38
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Zabaleta M.,17,62,4,6,6,3,6,3,,,,,2,1,Completed,1.48,2.5,1.53,2.05,1.5,1.9,1.4,2.75
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Johansson T.,Martelli M.,36,281,6,4,6,3,,,,,,,2,0,Completed,,,1.3,2.65,1.25,2.6,1.29,3.25
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Koubek S.,Calatrava A.,52,53,6,3,7,6,,,,,,,2,0,Completed,1.8,1.9,1.8,1.7,1.75,1.65,1.83,1.83
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Rusedski G.,Black B.,73,35,6,1,7,6,,,,,,,2,0,Completed,1.45,2.5,1.5,2,1.45,2,1.5,2.5
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,2nd Round,3,Weiner G.,di Pasquale A.,277,61,6,2,3,6,6,1,,,,,2,1,Completed,,,2.5,1.35,2.4,1.3,2.75,1.4
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Balcells J.,Weiner G.,74,277,6,3,6,4,,,,,,,2,0,Completed,,,1.5,2.1,1.55,1.85,1.57,2.25
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Clavet F.,Gambill J.M.,47,33,6,4,6,4,,,,,,,2,0,Completed,2.9,1.35,2.35,1.4,2.1,1.4,3,1.33
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Hrbaty D.,Johansson T.,17,36,6,7,6,3,6,2,,,,,2,1,Completed,1.8,1.9,1.65,1.9,1.65,1.75,1.73,2
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Rusedski G.,Koubek S.,73,52,6,2,5,7,7,5,,,,,2,1,Completed,,,1.4,2.35,1.35,2.2,1.44,2.63
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,Semifinals,3,Clavet F.,Rusedski G.,47,73,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,Semifinals,3,Hrbaty D.,Balcells J.,17,74,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,
4,Auckland,Heineken Open,1/8/01,International,Outdoor,Hard,The Final,3,Hrbaty D.,Clavet F.,17,47,4,6,6,2,6,3,,,,,2,1,Completed,,,1.4,2.3,1.45,2,1.5,2.5
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Bastl G.,Moya C.,118,40,6,1,7,6,,,,,,,2,0,Completed,2.6,1.45,2.25,1.47,2,1.45,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Bjorkman J.,Pioline C.,44,16,7,6,6,2,,,,,,,2,0,Completed,1.95,1.75,1.9,1.6,1.8,1.6,1.83,1.83
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Clement A.,Ulihrach B.,18,57,6,1,3,0,,,,,,,1,0,Retired,1.45,2.5,1.55,2,1.4,2.1,1.53,2.38
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Federer R.,Ferreira W.,30,13,6,3,6,4,,,,,,,2,0,Completed,1.6,2.2,1.65,1.8,1.6,1.8,1.73,2
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Grosjean S.,Fromberg R.,19,88,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Haas T.,Martin T.,20,54,6,3,6,2,,,,,,,2,0,Completed,1.45,2.5,1.45,2.2,1.5,1.9,1.53,2.38
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Hewitt L.,Arthurs W.,7,84,6,7,7,6,6,2,,,,,2,1,Completed,1.28,3.25,1.21,3.5,1.2,2.8,1.2,4
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Ilie A.,Chang M.,48,32,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Norman M.,Pavel A.,4,27,6,3,7,5,,,,,,,2,0,Completed,1.45,2.55,1.41,2.4,1.4,2.1,1.44,2.63
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Pozzi G.,El Aynaoui Y.,41,31,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Rochus C.,Mirnyi M.,76,43,6,3,6,1,,,,,,,2,0,Completed,2.4,1.5,2.1,1.52,1.9,1.5,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Rosset M.,Voltchkov V.,29,39,4,6,7,6,6,2,,,,,2,1,Completed,1.8,1.9,1.65,1.9,1.6,1.8,1.83,1.83
