ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Lee H.T.,Moya C.,115,19,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Malisse X.,Arazi H.,31,24,6,3,,,,,,,,,1,0,Retired,,,1.7,2.05,1.81,1.81,1.8,1.7,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Arthurs W.,35,76,7,5,7,6,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Pavel A.,Diaz J.,27,88,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Rios M.,Ljubicic I.,47,38,6,7,6,3,7,6,,,,,2,1,Completed,,,,,1.58,2.1,1.55,2,1.833,1.833
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Roddick A.,Ilie A.,15,65,6,4,6,4,,,,,,,2,0,Completed,,,1.22,3.75,1.22,3.45,1.2,3.3,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Schuettler R.,Kiefer N.,40,43,6,2,6,2,,,,,,,2,0,Completed,,,1.75,1.95,1.71,1.92,1.65,1.85,1.667,2.1
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Grosjean S.,86,6,6,3,6,4,,,,,,,2,0,Completed,,,3.1,1.33,3.15,1.27,3,1.25,3,1.333
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,1st Round,3,Ulihrach B.,Lapentti N.,39,25,6,3,6,1,,,,,,,2,0,Completed,,,2,1.72,1.85,1.78,1.75,1.75,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Boutter J.,Schuettler R.,53,40,6,4,7,6,,,,,,,2,0,Completed,,,2.25,1.57,2.15,1.55,2,1.55,2.375,1.533
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Ferreira W.,67,63,6,4,1,6,7,6,,,,,2,1,Completed,,,2.1,1.67,2.1,1.58,2,1.55,2.2,1.615
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Escude N.,Canas G.,32,14,6,4,6,1,,,,,,,2,0,Completed,,,1.75,1.95,1.81,1.79,1.75,1.75,2,1.727
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Federer R.,Malisse X.,13,31,6,2,6,4,,,,,,,2,0,Completed,,,1.53,2.35,1.5,2.3,1.5,2.1,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Lee H.T.,Kucera K.,115,82,6,1,6,2,,,,,,,2,0,Completed,,,2.7,1.4,2.55,1.4,2.3,1.4,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Mirnyi M.,Srichaphan P.,35,86,6,2,6,3,,,,,,,2,0,Completed,,,1.62,2.15,1.73,1.9,1.75,1.75,1.727,2
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Rios M.,Pavel A.,47,27,6,1,6,4,,,,,,,2,0,Completed,,,1.72,2,1.65,2,1.75,1.75,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,2nd Round,3,Roddick A.,Ulihrach B.,15,39,6,0,6,4,,,,,,,2,0,Completed,,,1.26,3.5,1.32,2.85,1.3,2.7,1.333,3
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Escude N.,67,32,,,,,,,,,,,0,0,Walkover,,,2.75,1.4,2.8,1.34,2.5,1.35,2.75,1.4
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,Quarterfinals,3,Federer R.,Rios M.,13,47,6,7,7,6,6,3,,,,,2,1,Completed,,,1.48,2.5,1.5,2.3,1.5,2.1,1.533,2.375
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,Quarterfinals,3,Mirnyi M.,Boutter J.,35,53,6,4,6,2,,,,,,,2,0,Completed,,,1.6,2.2,1.58,2.15,1.55,2,1.667,2.1
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,Quarterfinals,3,Roddick A.,Lee H.T.,15,115,6,7,6,3,7,5,,,,,2,1,Completed,,,1.14,4.75,1.14,4.5,1.15,3.8,,
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,Semifinals,3,Chela J.I.,Mirnyi M.,67,35,6,4,6,4,,,,,,,2,0,Completed,,,2.65,1.42,2.55,1.4,2.5,1.35,2.875,1.364
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,Semifinals,3,Federer R.,Roddick A.,13,15,7,6,6,4,,,,,,,2,0,Completed,,,1.95,1.8,1.95,1.7,1.8,1.7,1.909,1.8
5,Sydney,adidas International,1/7/02,International,Outdoor,Hard,The Final,3,Federer R.,Chela J.I.,13,67,6,3,6,3,,,,,,,2,0,Completed,,,1.28,3.4,1.35,2.75,1.3,2.7,1.333,3
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Vacek J.,85,72,3,6,1,6,6,4,7,6,6,1,3,2,Completed,,,2.35,1.55,2.2,1.55,1.9,1.6,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Heuberger I.,26,114,6,4,6,2,4,6,7,6,,,3,1,Completed,,,1.28,3.5,1.27,3.2,1.15,3.8,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Bachelot J.F,Galvani S.,255,132,6,2,7,5,7,5,,,,,3,0,Completed,,,2,1.75,2.15,1.57,2.1,1.5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Massu N.,64,100,6,4,,,,,,,,,1,0,Retired,,,1.6,2.3,1.5,2.3,1.4,2.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Black B.,Labadze I.,215,104,4,6,4,6,6,3,6,3,7,5,3,2,Completed,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Corretja A.,70,16,5,7,7,6,6,3,6,2,,,3,1,Completed,,,2.55,1.48,2.6,1.4,2.2,1.45,2.625,1.444
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Boutter J.,Kuerten G.,49,2,3,6,4,6,7,5,6,3,6,3,3,2,Completed,,,2.45,1.53,2.8,1.35,2.3,1.4,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Calatrava A.,Rochus O.,98,111,6,3,3,6,6,3,3,6,6,3,3,2,Completed,,,1.7,2,1.81,1.83,1.75,1.75,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Srichaphan P.,14,83,6,1,6,1,6,4,,,,,3,0,Completed,,,1.33,3.2,1.3,3.05,1.25,3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Okun N.,55,113,6,2,6,7,6,3,6,1,,,3,1,Completed,,,1.36,3,1.35,2.8,1.3,2.7,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Clavet F.,Lee M.,61,103,7,6,6,1,6,0,,,,,3,0,Completed,,,1.28,3.5,1.3,3,1.3,2.7,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Saretta F.,17,110,6,4,7,6,6,4,,,,,3,0,Completed,,,1.25,3.75,1.12,4.8,1.15,3.8,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Mantilla F.,40,34,2,6,6,2,6,3,6,4,,,3,1,Completed,,,2.3,1.6,2.1,1.6,1.9,1.6,2.25,1.571
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Delgado R.,Montanes A.,88,63,7,5,6,7,4,6,6,4,6,1,3,2,Completed,,,1.62,2.25,1.66,1.95,1.5,2.1,1.667,2.1
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Tabara M.,129,97,6,2,6,1,6,2,,,,,3,0,Completed,,,1.45,2.65,1.55,2.2,1.4,2.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Vanek J.,23,96,6,3,6,3,6,3,,,,,3,0,Completed,,,1.2,4.25,1.2,3.8,1.15,3.8,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Enqvist T.,Thomann N.,28,223,2,6,6,3,6,1,6,2,,,3,1,Completed,,,1.12,6,1.15,4.4,1.1,4.5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Reid T.,31,844,1,6,6,1,6,4,6,4,,,3,1,Completed,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Chang M.,12,94,6,4,6,4,6,3,,,,,3,0,Completed,,,1.08,6.5,1.15,4.4,1.1,4.5,1.143,5
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Gambill J.M.,59,21,6,2,6,4,7,6,,,,,3,0,Completed,,,2.05,1.72,1.95,1.7,1.75,1.75,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Santoro F.,141,22,6,2,1,6,6,4,6,1,,,3,1,Completed,,,2.7,1.45,2.85,1.33,2.3,1.4,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Gaudenzi A.,Fromberg R.,52,296,1,6,6,0,7,5,6,3,,,3,1,Completed,,,2.15,1.65,1.85,1.8,1.75,1.75,1.833,1.833
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Brasington J.,47,197,6,4,7,6,7,5,,,,,3,0,Completed,,,1.45,2.6,1.6,2.1,1.55,2,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Golmard J.,Arthurs W.,45,76,7,6,7,5,7,6,,,,,3,0,Completed,,,1.4,2.8,1.45,2.4,1.4,2.3,1.533,2.375
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Sargsian S.,140,69,6,1,6,3,7,6,,,,,3,0,Completed,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Balcells J.,7,112,6,2,2,6,7,6,7,6,,,3,1,Completed,,,1.17,4.75,1.12,4.5,1.1,4.5,1.182,4.333
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Stoliarov A.,9,101,6,1,6,3,6,1,,,,,3,0,Completed,,,1.16,4.85,1.1,5.25,1.1,4.5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Larkham T.,8,191,7,5,6,2,6,2,,,,,3,0,Completed,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Hipfl M.,Davydenko N.,75,71,6,1,6,4,3,6,6,4,,,3,1,Completed,,,2.4,1.55,2.1,1.6,2.2,1.45,2.2,1.615
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Burgsmuller L.,44,80,3,6,2,6,6,3,6,3,7,5,3,2,Completed,,,1.4,2.85,1.38,2.65,1.4,2.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Ivanisevic G.,Damm M.,13,396,4,6,7,5,7,6,6,4,,,3,1,Completed,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Diaz J.,18,89,6,1,3,6,7,6,6,4,,,3,1,Completed,,,1.12,6,1.1,5,1.1,4.5,1.125,5.5
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Kohlmann M.,4,116,6,3,6,3,6,2,,,,,3,0,Completed,,,1.1,5.8,1.1,5.25,1.1,4.5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Kim A.,Sanguinetti D.,234,92,3,6,6,2,6,3,6,4,,,3,1,Completed,,,1.95,1.8,2.15,1.57,1.9,1.6,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Saulnier C.,65,153,0,6,1,6,7,6,6,4,8,6,3,2,Completed,,,1.57,2.35,1.63,2.05,1.45,2.2,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Kratochvil M.,Meligeni F.,42,68,6,4,6,1,6,2,,,,,3,0,Completed,,,1.3,3.4,1.25,3.2,1.2,3.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Schalken S.,81,30,6,1,6,4,1,6,6,1,,,3,1,Completed,,,2,1.75,1.93,1.73,1.75,1.75,2,1.727
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Pretzsch A.,27,99,7,5,4,6,6,0,6,0,,,3,1,Completed,,,1.28,3.5,1.3,3,1.2,3.3,1.333,3
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Ulihrach B.,37,38,6,7,1,6,6,4,7,6,9,7,3,2,Completed,,,1.7,2.1,1.82,1.82,1.75,1.75,1.8,1.909
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Behrend T.,32,130,6,4,6,4,7,5,,,,,3,0,Completed,,,1.18,4.5,1.2,3.8,1.15,3.8,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Hewitt L.,39,1,1,6,6,1,6,4,7,6,,,3,1,Completed,,,5.75,1.12,6,1.07,5,1.05,6,1.111
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Martin T.,Sa A.,56,87,6,4,6,3,7,5,,,,,3,0,Completed,,,1.22,4,1.15,4.25,1.2,3.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Calleri A.,19,66,2,6,6,7,6,4,7,6,0,1,2,2,Retired,,,1.36,3,1.3,3,1.3,2.7,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Vacek D.,46,377,7,6,3,6,6,3,6,3,,,3,1,Completed,,,1.3,3.3,1.3,3,1.25,3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Kiefer N.,24,43,6,1,6,0,6,4,,,,,3,0,Completed,,,1.5,2.5,1.55,2.2,1.4,2.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,Squillari F.,29,53,6,4,6,3,3,6,6,2,,,3,1,Completed,,,1.22,4,1.2,3.8,1.2,3.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Blanco G.,78,54,6,3,6,4,7,5,,,,,3,0,Completed,,,1.08,6.75,1.1,5.25,1.05,5,1.1,6
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Pless K.,Mirnyi M.,82,33,3,6,6,3,6,4,6,3,,,3,1,Completed,,,3.4,1.3,3.15,1.28,3,1.25,3.25,1.286
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Portas A.,Ilie A.,20,67,6,7,7,6,6,2,6,0,,,3,1,Completed,,,2.65,1.45,2.4,1.45,2.3,1.4,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Rios M.,Crabb J.,48,248,6,2,6,0,5,7,6,4,,,3,1,Completed,,,1.06,8,1.05,7,1.05,5,1.1,6
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Russell M.,36,91,6,7,6,3,6,3,6,4,,,3,1,Completed,,,1.14,5,1.17,4.1,1.2,3.3,1.25,3.5
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Sluiter R.,73,134,4,6,6,3,6,4,6,2,,,3,1,Completed,,,1.9,1.85,1.82,1.82,1.75,1.75,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Zabaleta M.,15,62,6,3,5,7,6,3,6,3,,,3,1,Completed,,,1.14,5.25,1.1,5.25,1.1,4.5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Rusedski G.,Draper S.,25,218,7,6,6,3,7,5,,,,,3,0,Completed,,,1.25,3.6,1.17,4.1,1.25,3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Dupuis A.,11,86,7,5,6,4,6,2,,,,,3,0,Completed,,,1.16,5,1.15,4.4,1.15,3.8,1.167,4.5
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Nieminen J.,10,60,6,3,6,3,6,4,,,,,3,0,Completed,,,1.07,7.5,1.07,6,1.05,5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Savolt A.,Patience O.,93,272,6,3,3,6,6,3,3,6,6,4,3,2,Completed,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Mathieu P.H.,41,142,2,6,6,1,4,6,6,1,6,4,3,2,Completed,,,1.22,4,1.3,3,1.25,3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Simoni A.,Fukarek O.,108,105,4,6,7,5,6,2,6,7,7,5,3,2,Completed,,,2.15,1.67,2.1,1.6,1.85,1.65,2.1,1.667
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Vicente F.,Carlsen K.,50,145,2,6,2,6,6,4,6,4,10,8,3,2,Completed,,,1.85,1.9,1.87,1.78,1.65,1.85,1.909,1.8
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Luzzi F.,35,95,6,2,6,2,7,6,,,,,3,0,Completed,,,1.36,3,1.27,3.2,1.3,2.7,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Voinea A.,Sanchez D.,107,74,5,7,6,2,7,6,6,2,,,3,1,Completed,,,1.6,2.3,1.52,2.25,1.4,2.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Voltchkov V.,Mamiit C.,128,109,3,6,6,3,6,3,6,3,,,3,1,Completed,,,2.3,1.58,2.25,1.52,2,1.55,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Llodra M.,58,84,6,7,6,2,6,2,6,3,,,3,1,Completed,,,1.42,2.75,1.6,2.1,1.65,1.85,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Bjorkman J.,Enqvist T.,64,28,3,6,7,5,6,4,6,2,,,3,1,Completed,,,2.9,1.38,2.5,1.42,2.3,1.4,2.625,1.444
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Canas G.,Delgado R.,14,88,6,2,7,5,6,7,6,4,,,3,1,Completed,,,1.18,4.65,1.14,4.45,1.1,4.5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Clavet F.,Grosjean S.,61,7,6,4,3,6,6,0,5,7,6,4,3,2,Completed,,,3.7,1.25,3,1.3,2.7,1.3,3.5,1.25
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Costa A.,Black B.,40,215,6,1,6,4,6,4,,,,,3,0,Completed,,,1.33,3.2,1.46,2.4,1.4,2.3,1.5,2.5
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Dent T.,Vinciguerra A.,129,35,6,3,6,4,6,2,,,,,3,0,Completed,,,1.4,2.85,1.45,2.45,1.4,2.3,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,El Aynaoui Y.,Vicente F.,23,50,4,6,6,3,6,3,6,3,,,3,1,Completed,,,1.25,3.75,1.15,4.4,1.15,3.8,1.25,3.5
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Calatrava A.,31,98,2,6,2,6,6,4,7,5,6,4,3,2,Completed,,,1.25,3.75,1.17,4.1,1.2,3.3,1.2,4
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Savolt A.,12,93,6,2,7,5,6,4,,,,,3,0,Completed,,,1.05,8.5,1.05,7,1.03,5.5,1.063,7.5
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Nalbandian D.,59,46,6,7,7,6,7,5,6,3,,,3,1,Completed,,,1.65,2.15,1.67,2,1.55,2,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Gaudio G.,Clement A.,47,17,6,4,4,6,6,2,7,6,,,3,1,Completed,,,2.7,1.4,3.3,1.25,2.7,1.3,3.75,1.222
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Golmard J.,Ivanisevic G.,45,13,6,3,7,6,5,7,6,4,,,3,1,Completed,,,2,1.75,1.78,1.85,1.85,1.65,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Robredo T.,140,36,6,2,6,4,6,4,,,,,3,0,Completed,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Bachelot J.F,9,255,6,1,6,2,6,3,,,,,3,0,Completed,,,1.06,8,1.05,7,1.05,5,1.05,8
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Henman T.,Voltchkov V.,8,128,6,3,6,4,6,1,,,,,3,0,Completed,,,1.12,6,1.13,4.65,1.1,4.5,1.111,6
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Portas A.,44,20,6,1,6,3,6,0,,,,,3,0,Completed,,,1.53,2.45,1.55,2.2,1.45,2.2,1.615,2.2
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson T.,Hipfl M.,18,75,6,4,6,1,6,4,,,,,3,0,Completed,,,,,1.15,4.4,1.2,3.3,1.2,4
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Kim A.,Kafelnikov Y.,234,4,6,3,7,5,6,3,,,,,3,0,Completed,,,7,1.08,5.25,1.1,5,1.05,6,1.1
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Blake J.,65,70,4,6,2,6,6,4,6,1,6,2,3,2,Completed,,,2.85,1.4,2.7,1.37,2.3,1.4,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Lapentti N.,Acasuso J.,27,85,7,6,6,2,6,3,,,,,3,0,Completed,,,1.25,3.75,1.25,3.3,1.2,3.3,1.286,3.25
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Roddick A.,37,15,7,6,3,2,,,,,,,1,0,Retired,,,3.5,1.28,3.1,1.29,3,1.25,3.2,1.3
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Martin A.,Kratochvil M.,39,42,3,6,6,3,6,3,6,3,,,3,1,Completed,,,2.15,1.67,1.95,1.7,1.75,1.75,1.909,1.8
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Malisse X.,56,32,6,3,6,2,6,2,,,,,3,0,Completed,,,1.85,1.9,1.75,1.9,1.6,1.9,1.727,2
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Gaudenzi A.,24,52,2,6,5,7,6,2,6,3,6,3,3,2,Completed,,,1.13,5.25,1.13,4.6,1.1,4.5,1.182,4.333
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Pavel A.,Simoni A.,29,108,6,1,4,0,,,,,,,1,0,Retired,,,,,,,,,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Pless K.,Arazi H.,82,26,6,3,6,4,6,1,,,,,3,0,Completed,,,2.7,1.45,2.65,1.38,2.3,1.4,2.75,1.4
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Rios M.,Kucera K.,48,81,7,6,7,5,6,2,,,,,3,0,Completed,,,1.6,2.3,1.5,2.3,1.45,2.2,1.571,2.25
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Rusedski G.,Philippoussis M.,25,78,7,6,6,3,6,4,,,,,3,0,Completed,,,2.55,1.48,2.15,1.58,1.9,1.6,2.375,1.533
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Rochus C.,11,73,6,2,7,6,6,1,,,,,3,0,Completed,,,1.13,5.25,1.1,5.25,1.1,4.5,,
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Sampras P.,Chela J.I.,10,55,6,3,7,5,3,6,6,4,,,3,1,Completed,,,1.18,4.5,1.15,4.4,1.15,3.8,1.2,4
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Schuettler R.,Moya C.,41,19,3,6,6,7,6,1,7,6,6,2,3,2,Completed,,,1.9,1.85,1.9,1.75,1.8,1.7,1.833,1.833
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Voinea A.,Boutter J.,107,49,6,2,6,4,6,7,2,6,6,3,3,2,Completed,,,3.5,1.28,3.35,1.25,3.3,1.2,3.75,1.222
6,Melbourne,Australian Open,1/14/02,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Fish M.,58,141,6,4,6,3,6,2,,,,,3,0,Completed,,,1.38,2.9,1.5,2.3,1.55,2,,
